,team,half,min,x_start,y_start,outcome,game,type_id
1046,Brazil,2,50,92.88000000000001,11.040000000000001,Unsuccessful,Cameroon vs Brazil,3
1047,Brazil,2,52,87.36,42.080000000000005,Unsuccessful,Cameroon vs Brazil,3
1048,Cameroon,2,56,94.8,73.2,Unsuccessful,Cameroon vs Brazil,3
1049,Cameroon,2,61,65.64,76.80000000000001,Unsuccessful,Cameroon vs Brazil,3
1050,Cameroon,2,68,65.16,54.879999999999995,Unsuccessful,Cameroon vs Brazil,3
1051,Cameroon,2,68,49.92,3.84,Unsuccessful,Cameroon vs Brazil,3
1052,Brazil,2,69,91.55999999999999,37.2,Unsuccessful,Cameroon vs Brazil,3
1053,Cameroon,2,69,106.68,66.24,Unsuccessful,Cameroon vs Brazil,3
1054,Brazil,2,77,83.75999999999999,72.56,Unsuccessful,Cameroon vs Brazil,3
1055,Cameroon,2,88,90.0,46.800000000000004,Unsuccessful,Cameroon vs Brazil,3
1056,Australia,1,0,101.88000000000001,78.16000000000001,Unsuccessful,Australia vs Spain,3
1057,Australia,1,0,117.6,75.04,Unsuccessful,Australia vs Spain,3
1058,Spain,1,11,92.64,62.08,Unsuccessful,Australia vs Spain,3
1059,Australia,1,12,98.28,19.040000000000003,Unsuccessful,Australia vs Spain,3
1060,Australia,1,14,42.959999999999994,74.08,Unsuccessful,Australia vs Spain,3
1061,Australia,1,21,88.32,4.960000000000001,Unsuccessful,Australia vs Spain,3
1062,Spain,1,21,93.84,2.72,Unsuccessful,Australia vs Spain,3
1063,Australia,1,24,92.52,47.2,Unsuccessful,Australia vs Spain,3
1064,Spain,1,32,116.03999999999999,66.72000000000001,Unsuccessful,Australia vs Spain,3
1065,Spain,2,45,88.2,18.16,Unsuccessful,Australia vs Spain,3
1066,Australia,2,52,67.55999999999999,6.48,Unsuccessful,Australia vs Spain,3
1067,Australia,2,54,75.84,18.96,Unsuccessful,Australia vs Spain,3
1068,Australia,2,57,48.0,28.64,Unsuccessful,Australia vs Spain,3
1069,Australia,2,60,108.36,73.84,Unsuccessful,Australia vs Spain,3
1070,Australia,2,64,75.36,3.5200000000000005,Unsuccessful,Australia vs Spain,3
1071,Australia,2,73,114.0,2.4800000000000004,Unsuccessful,Australia vs Spain,3
1072,Australia,2,75,93.71999999999998,49.760000000000005,Unsuccessful,Australia vs Spain,3
1073,Spain,2,78,54.959999999999994,33.12,Unsuccessful,Australia vs Spain,3
1074,Spain,2,81,102.11999999999999,74.32000000000001,Unsuccessful,Australia vs Spain,3
1075,Spain,2,84,96.36,30.8,Unsuccessful,Australia vs Spain,3
1076,Chile,1,2,68.28,68.48,Unsuccessful,Netherlands vs Chile,3
1077,Chile,1,12,109.32,69.67999999999999,Unsuccessful,Netherlands vs Chile,3
1078,Chile,1,42,73.2,18.240000000000002,Unsuccessful,Netherlands vs Chile,3
1079,Netherlands,1,42,47.64,60.56,Unsuccessful,Netherlands vs Chile,3
1080,Chile,2,48,105.71999999999998,12.96,Unsuccessful,Netherlands vs Chile,3
1081,Chile,2,49,62.04,2.8800000000000003,Unsuccessful,Netherlands vs Chile,3
1082,Chile,2,55,44.04,2.0,Unsuccessful,Netherlands vs Chile,3
1083,Chile,2,82,75.36,11.520000000000001,Unsuccessful,Netherlands vs Chile,3
1084,Netherlands,2,83,82.91999999999999,8.32,Unsuccessful,Netherlands vs Chile,3
1085,England,1,4,50.4,68.16000000000001,Unsuccessful,Costa Rica vs England,3
1086,England,1,5,80.64,51.6,Unsuccessful,Costa Rica vs England,3
1087,England,1,7,87.71999999999998,74.88,Unsuccessful,Costa Rica vs England,3
1088,Costa Rica,1,8,39.12,6.800000000000001,Unsuccessful,Costa Rica vs England,3
1089,England,1,23,32.879999999999995,21.76,Unsuccessful,Costa Rica vs England,3
1090,Costa Rica,1,23,109.68,75.36,Unsuccessful,Costa Rica vs England,3
1091,Costa Rica,1,27,86.16,37.44,Unsuccessful,Costa Rica vs England,3
1092,England,1,40,90.71999999999998,77.44,Unsuccessful,Costa Rica vs England,3
1093,Costa Rica,2,45,69.24,62.800000000000004,Unsuccessful,Costa Rica vs England,3
1094,Costa Rica,2,62,100.55999999999999,65.67999999999999,Unsuccessful,Costa Rica vs England,3
1095,England,2,65,76.32,67.2,Unsuccessful,Costa Rica vs England,3
1096,England,2,69,84.36,37.68,Unsuccessful,Costa Rica vs England,3
1097,Costa Rica,2,69,107.52,13.92,Unsuccessful,Costa Rica vs England,3
1098,England,2,76,83.28,5.920000000000001,Unsuccessful,Costa Rica vs England,3
1099,England,2,78,100.55999999999999,13.12,Unsuccessful,Costa Rica vs England,3
1100,Costa Rica,2,84,108.71999999999998,58.64,Unsuccessful,Costa Rica vs England,3
1101,England,2,91,86.28,22.16,Unsuccessful,Costa Rica vs England,3
1102,Nigeria,1,1,97.68,21.12,Unsuccessful,Nigeria vs Argentina,3
1103,Argentina,1,3,100.44,37.839999999999996,Unsuccessful,Nigeria vs Argentina,3
1104,Nigeria,1,7,78.0,3.6799999999999997,Unsuccessful,Nigeria vs Argentina,3
1105,Nigeria,1,12,94.68,60.720000000000006,Unsuccessful,Nigeria vs Argentina,3
1106,Nigeria,1,17,60.84,75.36,Unsuccessful,Nigeria vs Argentina,3
1107,Argentina,1,34,97.2,73.44,Unsuccessful,Nigeria vs Argentina,3
1108,Argentina,1,40,77.04,16.32,Unsuccessful,Nigeria vs Argentina,3
1109,Nigeria,1,41,42.24,31.52,Unsuccessful,Nigeria vs Argentina,3
1110,Nigeria,2,53,81.71999999999998,62.56,Unsuccessful,Nigeria vs Argentina,3
1111,Argentina,2,56,109.32,9.36,Unsuccessful,Nigeria vs Argentina,3
1112,Argentina,2,58,87.24,10.56,Unsuccessful,Nigeria vs Argentina,3
1113,Argentina,2,58,83.75999999999999,5.120000000000001,Unsuccessful,Nigeria vs Argentina,3
1114,Nigeria,2,58,49.199999999999996,70.88,Unsuccessful,Nigeria vs Argentina,3
1115,Argentina,2,61,50.879999999999995,54.160000000000004,Unsuccessful,Nigeria vs Argentina,3
1116,Nigeria,2,61,88.08,37.760000000000005,Unsuccessful,Nigeria vs Argentina,3
1117,Argentina,2,61,98.64,56.160000000000004,Unsuccessful,Nigeria vs Argentina,3
1118,Nigeria,2,67,80.64,71.04,Unsuccessful,Nigeria vs Argentina,3
1119,Argentina,2,67,79.91999999999999,41.120000000000005,Unsuccessful,Nigeria vs Argentina,3
1120,Nigeria,2,69,99.84,10.32,Unsuccessful,Nigeria vs Argentina,3
1121,Nigeria,2,71,86.75999999999999,54.24,Unsuccessful,Nigeria vs Argentina,3
1122,Argentina,2,77,110.04,3.84,Unsuccessful,Nigeria vs Argentina,3
1123,Argentina,2,78,111.11999999999999,57.28,Unsuccessful,Nigeria vs Argentina,3
1124,Nigeria,2,80,95.75999999999999,3.5200000000000005,Unsuccessful,Nigeria vs Argentina,3
1125,Nigeria,2,83,98.64,3.04,Unsuccessful,Nigeria vs Argentina,3
1126,Germany,1,6,93.84,2.4000000000000004,Unsuccessful,USA vs Germany,3
1127,USA,1,9,89.28,78.16000000000001,Unsuccessful,USA vs Germany,3
1128,USA,1,12,85.68,5.920000000000001,Unsuccessful,USA vs Germany,3
1129,Germany,1,14,106.68,29.760000000000005,Unsuccessful,USA vs Germany,3
1130,USA,1,17,65.52,47.44,Unsuccessful,USA vs Germany,3
1131,USA,1,23,40.08,15.840000000000002,Unsuccessful,USA vs Germany,3
1132,Germany,1,33,39.72,76.96000000000001,Unsuccessful,USA vs Germany,3
1133,Germany,1,33,39.72,76.32000000000001,Unsuccessful,USA vs Germany,3
1134,Germany,1,36,65.04,32.24,Unsuccessful,USA vs Germany,3
1135,Germany,1,37,97.32,58.08,Unsuccessful,USA vs Germany,3
1136,USA,1,40,118.08,72.64,Unsuccessful,USA vs Germany,3
1137,Germany,2,62,106.55999999999999,4.32,Unsuccessful,USA vs Germany,3
1138,Germany,2,78,111.48,16.48,Unsuccessful,USA vs Germany,3
1139,Germany,2,80,104.04,24.080000000000002,Unsuccessful,USA vs Germany,3
1140,Germany,2,82,103.68,57.92000000000001,Unsuccessful,USA vs Germany,3
1141,USA,2,87,80.64,76.48,Unsuccessful,USA vs Germany,3
1142,Algeria,1,3,65.04,28.72,Unsuccessful,Algeria vs Russia,3
1143,Russia,1,9,71.75999999999999,15.040000000000001,Unsuccessful,Algeria vs Russia,3
1144,Algeria,1,12,90.36,31.04,Unsuccessful,Algeria vs Russia,3
1145,Russia,1,16,69.24,28.8,Unsuccessful,Algeria vs Russia,3
1146,Algeria,1,24,83.04,35.52,Unsuccessful,Algeria vs Russia,3
1147,Algeria,1,24,85.91999999999999,77.60000000000001,Unsuccessful,Algeria vs Russia,3
1148,Russia,1,27,57.24,56.48,Unsuccessful,Algeria vs Russia,3
1149,Algeria,1,30,107.04,64.96000000000001,Unsuccessful,Algeria vs Russia,3
1150,Algeria,1,33,96.24,66.0,Unsuccessful,Algeria vs Russia,3
1151,Russia,1,36,79.68,77.44,Unsuccessful,Algeria vs Russia,3
1152,Algeria,1,36,79.8,17.84,Unsuccessful,Algeria vs Russia,3
1153,Algeria,1,41,102.24,77.28,Unsuccessful,Algeria vs Russia,3
1154,Algeria,1,43,78.36,44.88,Unsuccessful,Algeria vs Russia,3
1155,Algeria,1,45,84.48,69.84,Unsuccessful,Algeria vs Russia,3
1156,Russia,2,53,106.32,8.56,Unsuccessful,Algeria vs Russia,3
1157,Algeria,2,53,54.72,78.72000000000001,Unsuccessful,Algeria vs Russia,3
1158,Algeria,2,58,88.08,78.64,Unsuccessful,Algeria vs Russia,3
1159,Algeria,2,62,78.96,3.04,Unsuccessful,Algeria vs Russia,3
1160,Russia,2,62,51.72,76.56,Unsuccessful,Algeria vs Russia,3
1161,Russia,2,63,76.55999999999999,71.67999999999999,Unsuccessful,Algeria vs Russia,3
1162,Russia,2,65,118.44,66.64,Unsuccessful,Algeria vs Russia,3
1163,Algeria,2,71,117.0,59.2,Unsuccessful,Algeria vs Russia,3
1164,Algeria,2,77,44.4,20.64,Unsuccessful,Algeria vs Russia,3
1165,Russia,2,83,63.35999999999999,67.67999999999999,Unsuccessful,Algeria vs Russia,3
1166,Russia,2,89,113.04,74.08,Unsuccessful,Algeria vs Russia,3
1167,Russia,2,92,104.88000000000001,78.4,Unsuccessful,Algeria vs Russia,3
1168,Brazil,1,9,49.559999999999995,46.480000000000004,Unsuccessful,Brazil vs Chile,3
1169,Brazil,1,11,108.48,69.28,Unsuccessful,Brazil vs Chile,3
1170,Brazil,1,35,71.52,10.32,Unsuccessful,Brazil vs Chile,3
1171,Chile,1,40,35.4,45.68000000000001,Unsuccessful,Brazil vs Chile,3
1172,Brazil,1,40,86.88000000000001,41.52,Unsuccessful,Brazil vs Chile,3
1173,Brazil,1,42,109.2,1.2000000000000002,Unsuccessful,Brazil vs Chile,3
1174,Brazil,1,42,116.88,8.08,Unsuccessful,Brazil vs Chile,3
1175,Brazil,1,46,90.36,54.720000000000006,Unsuccessful,Brazil vs Chile,3
1176,Brazil,2,45,108.71999999999998,64.72000000000001,Unsuccessful,Brazil vs Chile,3
1177,Brazil,2,50,66.47999999999999,45.68000000000001,Unsuccessful,Brazil vs Chile,3
1178,Brazil,2,50,63.599999999999994,10.240000000000002,Unsuccessful,Brazil vs Chile,3
1179,Brazil,2,52,86.64,60.64,Unsuccessful,Brazil vs Chile,3
1180,Brazil,2,57,94.44,78.72000000000001,Unsuccessful,Brazil vs Chile,3
1181,Brazil,2,59,39.84,76.48,Unsuccessful,Brazil vs Chile,3
1182,Chile,2,61,100.2,36.480000000000004,Unsuccessful,Brazil vs Chile,3
1183,Chile,2,67,100.55999999999999,57.44,Unsuccessful,Brazil vs Chile,3
1184,Brazil,2,67,71.52,78.64,Unsuccessful,Brazil vs Chile,3
1185,Brazil,2,70,85.32,3.04,Unsuccessful,Brazil vs Chile,3
1186,Chile,2,78,41.879999999999995,69.12,Unsuccessful,Brazil vs Chile,3
1187,Brazil,2,86,69.6,65.44,Unsuccessful,Brazil vs Chile,3
1188,Brazil,2,87,112.08,65.12,Unsuccessful,Brazil vs Chile,3
1189,Brazil,2,90,3.5999999999999996,78.56,Unsuccessful,Brazil vs Chile,3
1190,Brazil,3,99,88.8,2.5600000000000005,Unsuccessful,Brazil vs Chile,3
1191,Brazil,4,105,67.8,75.52000000000001,Unsuccessful,Brazil vs Chile,3
1192,Brazil,4,112,51.0,20.480000000000004,Unsuccessful,Brazil vs Chile,3
1193,Brazil,4,113,82.8,53.2,Unsuccessful,Brazil vs Chile,3
1194,Brazil,4,115,84.71999999999998,2.08,Unsuccessful,Brazil vs Chile,3
1195,Brazil,4,117,87.36,65.44,Unsuccessful,Brazil vs Chile,3
1196,Chile,4,117,43.68,6.16,Unsuccessful,Brazil vs Chile,3
1197,Brazil,4,118,89.52,18.56,Unsuccessful,Brazil vs Chile,3
1198,Brazil,4,120,108.24,22.080000000000002,Unsuccessful,Brazil vs Chile,3
1199,Mexico,1,19,102.11999999999999,25.200000000000003,Unsuccessful,Netherlands vs Mexico,3
1200,Mexico,1,36,96.0,22.72,Unsuccessful,Netherlands vs Mexico,3
1201,Mexico,1,39,117.84,20.64,Unsuccessful,Netherlands vs Mexico,3
1202,Mexico,2,47,101.04,59.36000000000001,Unsuccessful,Netherlands vs Mexico,3
1203,Netherlands,2,58,116.88,72.4,Unsuccessful,Netherlands vs Mexico,3
1204,Mexico,2,59,99.11999999999999,78.0,Unsuccessful,Netherlands vs Mexico,3
1205,Mexico,2,85,95.28,8.08,Unsuccessful,Netherlands vs Mexico,3
1206,Netherlands,2,89,86.39999999999999,20.32,Unsuccessful,Netherlands vs Mexico,3
1207,Costa Rica,1,6,79.8,26.400000000000002,Unsuccessful,Costa Rica vs Greece,3
1208,Greece,1,7,104.39999999999999,74.8,Unsuccessful,Costa Rica vs Greece,3
1209,Costa Rica,1,11,67.92,6.720000000000001,Unsuccessful,Costa Rica vs Greece,3
1210,Costa Rica,1,23,90.24,8.32,Unsuccessful,Costa Rica vs Greece,3
1211,Costa Rica,1,31,77.75999999999999,71.60000000000001,Unsuccessful,Costa Rica vs Greece,3
1212,Costa Rica,1,43,116.64,11.36,Unsuccessful,Costa Rica vs Greece,3
1213,Greece,2,48,94.32,77.12,Unsuccessful,Costa Rica vs Greece,3
1214,Greece,2,53,79.2,76.96000000000001,Unsuccessful,Costa Rica vs Greece,3
1215,Greece,2,56,65.75999999999999,73.60000000000001,Unsuccessful,Costa Rica vs Greece,3
1216,Costa Rica,2,87,88.32,3.3600000000000003,Unsuccessful,Costa Rica vs Greece,3
1217,Greece,2,88,82.32,67.92,Unsuccessful,Costa Rica vs Greece,3
1218,Greece,2,89,74.28,9.600000000000001,Unsuccessful,Costa Rica vs Greece,3
1219,Greece,3,90,94.2,10.72,Unsuccessful,Costa Rica vs Greece,3
1220,Greece,3,95,94.55999999999999,63.92000000000001,Unsuccessful,Costa Rica vs Greece,3
1221,Greece,3,99,107.52,52.32000000000001,Unsuccessful,Costa Rica vs Greece,3
1222,Costa Rica,3,101,106.2,13.600000000000001,Unsuccessful,Costa Rica vs Greece,3
1223,Greece,4,115,91.44,62.0,Unsuccessful,Costa Rica vs Greece,3
1224,Greece,4,119,111.11999999999999,76.16000000000001,Unsuccessful,Costa Rica vs Greece,3
1225,Germany,1,8,90.0,10.56,Unsuccessful,Germany vs Algeria,3
1226,Algeria,1,10,86.75999999999999,38.24,Unsuccessful,Germany vs Algeria,3
1227,Germany,1,28,75.12,78.56,Unsuccessful,Germany vs Algeria,3
1228,Algeria,1,29,73.44,1.92,Unsuccessful,Germany vs Algeria,3
1229,Algeria,1,29,76.8,76.56,Unsuccessful,Germany vs Algeria,3
1230,Algeria,2,48,97.91999999999999,25.12,Unsuccessful,Germany vs Algeria,3
1231,Germany,2,54,88.91999999999999,57.92000000000001,Unsuccessful,Germany vs Algeria,3
1232,Germany,2,55,86.88000000000001,19.680000000000003,Unsuccessful,Germany vs Algeria,3
1233,Algeria,2,66,30.24,77.28,Unsuccessful,Germany vs Algeria,3
1234,Germany,2,73,56.04,62.56,Unsuccessful,Germany vs Algeria,3
1235,Algeria,3,90,45.6,63.04,Unsuccessful,Germany vs Algeria,3
1236,Algeria,3,91,47.04,5.44,Unsuccessful,Germany vs Algeria,3
1237,Germany,3,95,108.48,54.720000000000006,Unsuccessful,Germany vs Algeria,3
1238,Algeria,3,99,68.64,52.879999999999995,Unsuccessful,Germany vs Algeria,3
1239,Germany,3,102,109.91999999999999,61.68,Unsuccessful,Germany vs Algeria,3
1240,Algeria,3,103,49.199999999999996,77.44,Unsuccessful,Germany vs Algeria,3
1241,Algeria,3,104,83.04,74.4,Unsuccessful,Germany vs Algeria,3
1242,Algeria,3,105,81.84,24.560000000000002,Unsuccessful,Germany vs Algeria,3
1243,Algeria,4,106,89.28,73.28,Unsuccessful,Germany vs Algeria,3
1244,Germany,4,112,78.36,79.12,Unsuccessful,Germany vs Algeria,3
1245,Germany,4,113,114.48,57.120000000000005,Unsuccessful,Germany vs Algeria,3
1246,Algeria,4,117,40.559999999999995,51.36000000000001,Unsuccessful,Germany vs Algeria,3
1247,Switzerland,1,2,74.64,75.04,Unsuccessful,Argentina vs Switzerland,3
1248,Argentina,1,19,107.64,11.520000000000001,Unsuccessful,Argentina vs Switzerland,3
1249,Argentina,1,20,41.52,76.96000000000001,Unsuccessful,Argentina vs Switzerland,3
1250,Switzerland,1,26,115.19999999999999,9.920000000000002,Unsuccessful,Argentina vs Switzerland,3
1251,Argentina,1,37,109.44,12.16,Unsuccessful,Argentina vs Switzerland,3
1252,Switzerland,1,44,113.04,66.48,Unsuccessful,Argentina vs Switzerland,3
1253,Switzerland,2,62,43.440000000000005,77.84,Unsuccessful,Argentina vs Switzerland,3
1254,Argentina,2,63,87.36,42.24,Unsuccessful,Argentina vs Switzerland,3
1255,Switzerland,2,66,32.16,26.960000000000004,Unsuccessful,Argentina vs Switzerland,3
1256,Switzerland,2,67,86.16,73.67999999999999,Unsuccessful,Argentina vs Switzerland,3
1257,Switzerland,2,68,99.36,38.080000000000005,Unsuccessful,Argentina vs Switzerland,3
1258,Argentina,2,69,85.44,56.160000000000004,Unsuccessful,Argentina vs Switzerland,3
1259,Switzerland,2,79,35.279999999999994,64.32000000000001,Unsuccessful,Argentina vs Switzerland,3
1260,Argentina,2,80,96.96,29.12,Unsuccessful,Argentina vs Switzerland,3
1261,Argentina,2,81,74.04,27.12,Unsuccessful,Argentina vs Switzerland,3
1262,Switzerland,2,85,76.08,5.28,Unsuccessful,Argentina vs Switzerland,3
1263,Switzerland,2,87,112.55999999999999,8.24,Unsuccessful,Argentina vs Switzerland,3
1264,Argentina,2,87,41.52,69.12,Unsuccessful,Argentina vs Switzerland,3
1265,Argentina,2,90,56.879999999999995,8.0,Unsuccessful,Argentina vs Switzerland,3
1266,Switzerland,2,92,50.16,27.200000000000003,Unsuccessful,Argentina vs Switzerland,3
1267,Switzerland,3,103,107.28,61.36000000000001,Unsuccessful,Argentina vs Switzerland,3
1268,Argentina,3,103,71.28,6.24,Unsuccessful,Argentina vs Switzerland,3
1269,Argentina,4,113,91.44,5.04,Unsuccessful,Argentina vs Switzerland,3
1270,Switzerland,4,113,33.96,77.52000000000001,Unsuccessful,Argentina vs Switzerland,3
1271,Switzerland,4,115,84.48,65.92,Unsuccessful,Argentina vs Switzerland,3
1272,Belgium,1,2,81.11999999999999,2.8000000000000003,Unsuccessful,Belgium vs USA,3
1273,USA,1,11,82.32,76.0,Unsuccessful,Belgium vs USA,3
1274,Belgium,1,12,69.12,65.28,Unsuccessful,Belgium vs USA,3
1275,USA,1,14,57.84,73.44,Unsuccessful,Belgium vs USA,3
1276,Belgium,1,18,94.55999999999999,2.5600000000000005,Unsuccessful,Belgium vs USA,3
1277,USA,1,19,112.68,66.56,Unsuccessful,Belgium vs USA,3
1278,USA,1,20,103.55999999999999,46.400000000000006,Unsuccessful,Belgium vs USA,3
1279,USA,1,22,62.4,42.72,Unsuccessful,Belgium vs USA,3
1280,Belgium,1,23,104.28,5.5200000000000005,Unsuccessful,Belgium vs USA,3
1281,USA,1,24,88.08,75.44,Unsuccessful,Belgium vs USA,3
1282,Belgium,1,35,105.11999999999999,11.68,Unsuccessful,Belgium vs USA,3
1283,Belgium,1,37,87.48,33.52,Unsuccessful,Belgium vs USA,3
1284,USA,1,40,105.6,58.48,Unsuccessful,Belgium vs USA,3
1285,Belgium,1,43,92.16,9.68,Unsuccessful,Belgium vs USA,3
1286,Belgium,1,46,107.28,61.36000000000001,Unsuccessful,Belgium vs USA,3
1287,USA,2,46,91.44,23.36,Unsuccessful,Belgium vs USA,3
1288,Belgium,2,51,87.6,58.48,Unsuccessful,Belgium vs USA,3
1289,Belgium,2,61,84.11999999999999,13.52,Unsuccessful,Belgium vs USA,3
1290,USA,2,62,108.71999999999998,19.12,Unsuccessful,Belgium vs USA,3
1291,Belgium,2,64,97.8,7.040000000000001,Unsuccessful,Belgium vs USA,3
1292,USA,2,70,104.64,6.24,Unsuccessful,Belgium vs USA,3
1293,Belgium,2,70,91.8,31.84,Unsuccessful,Belgium vs USA,3
1294,Belgium,2,71,106.55999999999999,14.8,Unsuccessful,Belgium vs USA,3
1295,Belgium,2,74,49.559999999999995,66.64,Unsuccessful,Belgium vs USA,3
1296,Belgium,2,74,82.55999999999999,16.96,Unsuccessful,Belgium vs USA,3
1297,USA,2,75,88.08,11.840000000000002,Unsuccessful,Belgium vs USA,3
1298,Belgium,2,79,84.84,20.0,Unsuccessful,Belgium vs USA,3
1299,Belgium,2,81,39.12,76.48,Unsuccessful,Belgium vs USA,3
1300,Belgium,2,81,110.64,18.240000000000002,Unsuccessful,Belgium vs USA,3
1301,Belgium,2,85,89.04,60.800000000000004,Unsuccessful,Belgium vs USA,3
1302,Belgium,2,86,53.16,2.72,Unsuccessful,Belgium vs USA,3
1303,USA,2,88,92.04,58.56,Unsuccessful,Belgium vs USA,3
1304,USA,2,93,106.32,74.48,Unsuccessful,Belgium vs USA,3
1305,USA,3,91,86.28,41.28,Unsuccessful,Belgium vs USA,3
1306,USA,3,91,89.04,30.960000000000004,Unsuccessful,Belgium vs USA,3
1307,USA,3,107,47.76,1.92,Unsuccessful,Belgium vs USA,3
1308,Belgium,4,108,94.68,6.4,Unsuccessful,Belgium vs USA,3
1309,USA,4,111,50.4,75.52000000000001,Unsuccessful,Belgium vs USA,3
1310,Belgium,4,113,44.76,64.64,Unsuccessful,Belgium vs USA,3
1311,USA,4,113,98.64,34.56,Unsuccessful,Belgium vs USA,3
1312,USA,4,114,45.6,3.5200000000000005,Unsuccessful,Belgium vs USA,3
1313,Belgium,4,117,113.52,5.920000000000001,Unsuccessful,Belgium vs USA,3
1314,Belgium,4,119,82.08,8.48,Unsuccessful,Belgium vs USA,3
1315,Brazil,1,1,113.28,8.48,Unsuccessful,Brazil vs Colombia,3
1316,Colombia,1,2,21.479999999999997,77.76,Unsuccessful,Brazil vs Colombia,3
1317,Brazil,1,5,106.91999999999999,65.92,Unsuccessful,Brazil vs Colombia,3
1318,Brazil,1,19,105.96,68.48,Unsuccessful,Brazil vs Colombia,3
1319,Colombia,1,20,99.96,4.16,Unsuccessful,Brazil vs Colombia,3
1320,Brazil,1,21,87.36,48.0,Unsuccessful,Brazil vs Colombia,3
1321,Brazil,1,24,104.88000000000001,32.96,Unsuccessful,Brazil vs Colombia,3
1322,Brazil,1,29,54.72,1.6800000000000002,Unsuccessful,Brazil vs Colombia,3
1323,Brazil,1,30,75.36,7.359999999999999,Unsuccessful,Brazil vs Colombia,3
1324,Brazil,1,30,111.11999999999999,15.200000000000001,Unsuccessful,Brazil vs Colombia,3
1325,Colombia,1,30,47.64,78.24000000000001,Unsuccessful,Brazil vs Colombia,3
1326,Brazil,1,30,91.2,35.36000000000001,Unsuccessful,Brazil vs Colombia,3
1327,Brazil,1,39,93.48,69.2,Unsuccessful,Brazil vs Colombia,3
1328,Brazil,2,46,84.0,39.84,Unsuccessful,Brazil vs Colombia,3
1329,Colombia,2,47,87.96,73.44,Unsuccessful,Brazil vs Colombia,3
1330,Colombia,2,59,81.6,36.080000000000005,Unsuccessful,Brazil vs Colombia,3
1331,Colombia,2,59,92.16,76.32000000000001,Unsuccessful,Brazil vs Colombia,3
1332,Brazil,2,64,88.55999999999999,42.56,Unsuccessful,Brazil vs Colombia,3
1333,Colombia,2,71,97.68,25.12,Unsuccessful,Brazil vs Colombia,3
1334,Colombia,2,74,81.84,3.7600000000000002,Unsuccessful,Brazil vs Colombia,3
1335,Colombia,2,75,78.48,13.600000000000001,Unsuccessful,Brazil vs Colombia,3
1336,Brazil,2,76,96.36,56.48,Unsuccessful,Brazil vs Colombia,3
1337,Colombia,2,76,82.8,63.04,Unsuccessful,Brazil vs Colombia,3
1338,Brazil,2,81,71.88,42.400000000000006,Unsuccessful,Brazil vs Colombia,3
1339,Colombia,2,84,87.84,17.84,Unsuccessful,Brazil vs Colombia,3
1340,Colombia,2,89,104.52,13.840000000000002,Unsuccessful,Brazil vs Colombia,3
1341,Germany,1,3,106.32,78.24000000000001,Unsuccessful,France vs Germany,3
1342,France,1,8,60.72,8.0,Unsuccessful,France vs Germany,3
1343,Germany,1,13,88.8,72.4,Unsuccessful,France vs Germany,3
1344,France,1,14,111.71999999999998,15.680000000000001,Unsuccessful,France vs Germany,3
1345,France,1,19,75.84,2.72,Unsuccessful,France vs Germany,3
1346,France,1,44,110.88000000000001,5.44,Unsuccessful,France vs Germany,3
1347,France,2,49,109.08,52.96000000000001,Unsuccessful,France vs Germany,3
1348,France,2,54,96.48,77.2,Unsuccessful,France vs Germany,3
1349,France,2,57,96.48,21.92,Unsuccessful,France vs Germany,3
1350,Germany,2,70,70.44,4.4799999999999995,Unsuccessful,France vs Germany,3
1351,France,2,76,93.36,63.36000000000001,Unsuccessful,France vs Germany,3
1352,Germany,2,77,106.2,71.92,Unsuccessful,France vs Germany,3
1353,Germany,2,79,92.64,24.32,Unsuccessful,France vs Germany,3
1354,France,2,82,96.48,45.44,Unsuccessful,France vs Germany,3
1355,Germany,2,84,107.16,13.92,Unsuccessful,France vs Germany,3
1356,Germany,2,85,104.88000000000001,76.88,Unsuccessful,France vs Germany,3
1357,France,2,85,29.04,1.1199999999999999,Unsuccessful,France vs Germany,3
1358,Germany,2,90,86.39999999999999,73.44,Unsuccessful,France vs Germany,3
1359,Netherlands,1,5,88.44,70.08,Unsuccessful,Netherlands vs Costa Rica,3
1360,Netherlands,1,5,85.8,63.52000000000001,Unsuccessful,Netherlands vs Costa Rica,3
1361,Netherlands,1,11,98.52,59.44,Unsuccessful,Netherlands vs Costa Rica,3
1362,Costa Rica,1,20,106.91999999999999,7.5200000000000005,Unsuccessful,Netherlands vs Costa Rica,3
1363,Costa Rica,1,43,82.8,2.2399999999999998,Unsuccessful,Netherlands vs Costa Rica,3
1364,Netherlands,1,44,70.32,6.720000000000001,Unsuccessful,Netherlands vs Costa Rica,3
1365,Netherlands,1,44,91.68,37.6,Unsuccessful,Netherlands vs Costa Rica,3
1366,Netherlands,1,44,107.75999999999999,10.56,Unsuccessful,Netherlands vs Costa Rica,3
1367,Netherlands,2,48,93.48,60.160000000000004,Unsuccessful,Netherlands vs Costa Rica,3
1368,Netherlands,2,48,96.48,57.28,Unsuccessful,Netherlands vs Costa Rica,3
1369,Netherlands,2,73,104.75999999999999,68.08,Unsuccessful,Netherlands vs Costa Rica,3
1370,Netherlands,2,76,111.11999999999999,20.64,Unsuccessful,Netherlands vs Costa Rica,3
1371,Netherlands,2,82,105.6,19.200000000000003,Unsuccessful,Netherlands vs Costa Rica,3
1372,Costa Rica,2,85,83.04,32.800000000000004,Unsuccessful,Netherlands vs Costa Rica,3
