,team,half,min,x_start,y_start,x_end,y_end,outcome,game_num
0,Croatia,1,0,50.1,50.7,53.1,50.0,1,f24-4-2013-731767-eventdetails.xml
1,Croatia,1,0,53.1,50.0,38.2,52.5,1,f24-4-2013-731767-eventdetails.xml
2,Croatia,1,0,38.2,53.0,20.9,48.2,1,f24-4-2013-731767-eventdetails.xml
3,Croatia,1,0,20.9,48.2,9.0,39.1,1,f24-4-2013-731767-eventdetails.xml
4,Croatia,1,0,8.8,39.2,30.6,0.0,0,f24-4-2013-731767-eventdetails.xml
5,Brazil,1,0,68.6,100.0,72.8,85.7,1,f24-4-2013-731767-eventdetails.xml
6,Brazil,1,0,73.0,85.1,69.8,97.1,1,f24-4-2013-731767-eventdetails.xml
7,Croatia,1,0,70.8,100.0,65.1,87.7,1,f24-4-2013-731767-eventdetails.xml
8,Croatia,1,0,65.1,87.7,83.1,94.1,1,f24-4-2013-731767-eventdetails.xml
9,Croatia,1,0,83.1,94.1,72.6,72.1,1,f24-4-2013-731767-eventdetails.xml
10,Brazil,1,0,5.0,37.0,23.9,29.4,1,f24-4-2013-731767-eventdetails.xml
11,Brazil,1,1,23.9,29.4,32.4,6.4,1,f24-4-2013-731767-eventdetails.xml
12,Brazil,1,1,34.6,9.5,22.9,29.2,1,f24-4-2013-731767-eventdetails.xml
13,Brazil,1,1,28.6,31.6,28.0,75.6,1,f24-4-2013-731767-eventdetails.xml
14,Brazil,1,1,29.0,74.1,32.9,42.4,1,f24-4-2013-731767-eventdetails.xml
15,Brazil,1,1,37.4,25.2,44.4,4.1,1,f24-4-2013-731767-eventdetails.xml
16,Brazil,1,1,79.8,4.7,88.6,41.6,0,f24-4-2013-731767-eventdetails.xml
17,Croatia,1,1,40.5,92.1,32.8,100.0,0,f24-4-2013-731767-eventdetails.xml
18,Brazil,1,1,78.3,0.0,79.2,13.2,1,f24-4-2013-731767-eventdetails.xml
19,Brazil,1,1,72.8,11.7,72.1,27.9,1,f24-4-2013-731767-eventdetails.xml
20,Brazil,1,1,65.2,28.2,52.9,20.1,1,f24-4-2013-731767-eventdetails.xml
21,Brazil,1,1,54.1,18.5,64.2,11.3,1,f24-4-2013-731767-eventdetails.xml
22,Brazil,1,1,61.2,23.6,48.0,32.2,1,f24-4-2013-731767-eventdetails.xml
23,Brazil,1,1,45.9,52.7,47.0,25.0,1,f24-4-2013-731767-eventdetails.xml
24,Brazil,1,1,54.6,24.3,43.5,38.6,1,f24-4-2013-731767-eventdetails.xml
25,Brazil,1,1,43.4,51.8,44.6,86.6,1,f24-4-2013-731767-eventdetails.xml
26,Brazil,1,2,46.1,86.0,43.7,63.7,1,f24-4-2013-731767-eventdetails.xml
27,Brazil,1,2,43.7,63.7,48.4,55.8,1,f24-4-2013-731767-eventdetails.xml
28,Brazil,1,2,46.2,59.3,53.7,88.4,1,f24-4-2013-731767-eventdetails.xml
29,Brazil,1,2,53.8,68.7,53.4,28.0,1,f24-4-2013-731767-eventdetails.xml
30,Brazil,1,2,53.5,26.2,61.6,4.9,1,f24-4-2013-731767-eventdetails.xml
31,Brazil,1,2,56.6,6.4,42.4,14.0,1,f24-4-2013-731767-eventdetails.xml
32,Brazil,1,2,53.2,26.2,42.5,39.5,1,f24-4-2013-731767-eventdetails.xml
33,Brazil,1,2,46.1,52.8,53.3,26.1,1,f24-4-2013-731767-eventdetails.xml
34,Brazil,1,2,62.4,22.7,68.1,5.2,1,f24-4-2013-731767-eventdetails.xml
35,Brazil,1,2,65.4,6.5,68.4,10.6,0,f24-4-2013-731767-eventdetails.xml
36,Croatia,1,2,82.0,95.1,90.5,45.2,0,f24-4-2013-731767-eventdetails.xml
37,Brazil,1,2,14.8,30.7,7.4,35.5,1,f24-4-2013-731767-eventdetails.xml
38,Brazil,1,2,7.6,34.9,7.9,19.1,1,f24-4-2013-731767-eventdetails.xml
39,Brazil,1,2,8.7,18.0,24.2,11.4,1,f24-4-2013-731767-eventdetails.xml
40,Brazil,1,2,24.6,12.0,32.0,24.7,1,f24-4-2013-731767-eventdetails.xml
41,Brazil,1,3,27.4,34.3,27.6,75.4,1,f24-4-2013-731767-eventdetails.xml
42,Brazil,1,3,26.8,75.1,39.7,78.1,1,f24-4-2013-731767-eventdetails.xml
43,Brazil,1,3,40.8,77.0,30.0,73.9,1,f24-4-2013-731767-eventdetails.xml
44,Brazil,1,3,36.8,61.8,72.9,100.0,0,f24-4-2013-731767-eventdetails.xml
45,Croatia,1,3,25.1,0.0,54.5,5.9,1,f24-4-2013-731767-eventdetails.xml
46,Croatia,1,3,54.5,5.9,70.6,22.5,0,f24-4-2013-731767-eventdetails.xml
47,Brazil,1,3,36.7,84.8,67.8,68.4,1,f24-4-2013-731767-eventdetails.xml
48,Brazil,1,3,68.4,68.4,62.6,69.0,1,f24-4-2013-731767-eventdetails.xml
49,Croatia,1,3,24.4,53.7,71.9,68.4,1,f24-4-2013-731767-eventdetails.xml
50,Brazil,1,3,26.8,43.0,7.3,53.9,1,f24-4-2013-731767-eventdetails.xml
51,Brazil,1,3,11.4,57.6,20.9,43.1,1,f24-4-2013-731767-eventdetails.xml
52,Brazil,1,3,21.9,41.8,30.0,53.1,1,f24-4-2013-731767-eventdetails.xml
53,Brazil,1,4,34.0,55.1,36.4,96.9,1,f24-4-2013-731767-eventdetails.xml
54,Brazil,1,4,37.6,96.8,81.7,96.8,0,f24-4-2013-731767-eventdetails.xml
55,Brazil,1,5,79.5,95.1,94.6,32.5,1,f24-4-2013-731767-eventdetails.xml
56,Brazil,1,5,94.6,32.5,90.2,52.4,1,f24-4-2013-731767-eventdetails.xml
57,Croatia,1,5,14.1,45.7,76.1,68.4,0,f24-4-2013-731767-eventdetails.xml
58,Brazil,1,5,25.7,40.3,31.4,48.1,1,f24-4-2013-731767-eventdetails.xml
59,Brazil,1,5,30.9,47.9,2.3,63.1,1,f24-4-2013-731767-eventdetails.xml
60,Brazil,1,5,9.8,69.4,17.7,64.6,1,f24-4-2013-731767-eventdetails.xml
61,Brazil,1,5,18.5,63.3,30.2,71.5,1,f24-4-2013-731767-eventdetails.xml
62,Brazil,1,5,32.5,64.0,30.9,37.3,1,f24-4-2013-731767-eventdetails.xml
63,Brazil,1,5,32.5,33.4,32.6,7.6,1,f24-4-2013-731767-eventdetails.xml
64,Brazil,1,5,36.2,10.4,45.9,24.7,1,f24-4-2013-731767-eventdetails.xml
65,Brazil,1,5,45.9,24.7,39.6,25.0,1,f24-4-2013-731767-eventdetails.xml
66,Brazil,1,5,39.6,25.0,30.0,34.6,1,f24-4-2013-731767-eventdetails.xml
67,Brazil,1,5,33.8,36.3,34.3,81.8,1,f24-4-2013-731767-eventdetails.xml
68,Brazil,1,5,34.7,80.8,42.4,96.3,1,f24-4-2013-731767-eventdetails.xml
69,Brazil,1,6,45.9,68.5,44.3,37.3,1,f24-4-2013-731767-eventdetails.xml
70,Brazil,1,6,44.3,37.3,39.8,58.1,1,f24-4-2013-731767-eventdetails.xml
71,Brazil,1,6,41.3,64.5,59.9,97.4,1,f24-4-2013-731767-eventdetails.xml
72,Brazil,1,6,62.0,88.6,53.0,88.9,1,f24-4-2013-731767-eventdetails.xml
73,Brazil,1,6,54.7,86.0,40.0,27.9,1,f24-4-2013-731767-eventdetails.xml
74,Brazil,1,6,39.8,28.5,68.8,33.1,0,f24-4-2013-731767-eventdetails.xml
75,Croatia,1,6,56.4,25.3,77.1,8.2,1,f24-4-2013-731767-eventdetails.xml
76,Croatia,1,6,83.5,3.1,91.6,57.9,1,f24-4-2013-731767-eventdetails.xml
77,Brazil,1,7,5.1,40.6,65.9,38.0,1,f24-4-2013-731767-eventdetails.xml
78,Croatia,1,7,37.5,79.1,25.2,86.3,1,f24-4-2013-731767-eventdetails.xml
79,Croatia,1,7,25.2,86.5,61.3,32.7,0,f24-4-2013-731767-eventdetails.xml
80,Brazil,1,7,39.8,66.3,42.3,82.7,1,f24-4-2013-731767-eventdetails.xml
81,Brazil,1,7,42.0,79.3,29.8,45.5,1,f24-4-2013-731767-eventdetails.xml
82,Brazil,1,7,29.7,45.5,38.0,39.8,1,f24-4-2013-731767-eventdetails.xml
83,Brazil,1,7,42.0,56.3,42.1,93.6,1,f24-4-2013-731767-eventdetails.xml
84,Brazil,1,7,42.1,93.6,37.8,66.9,1,f24-4-2013-731767-eventdetails.xml
85,Brazil,1,7,37.8,65.2,44.3,27.0,1,f24-4-2013-731767-eventdetails.xml
86,Brazil,1,7,46.1,20.7,61.6,22.2,1,f24-4-2013-731767-eventdetails.xml
87,Brazil,1,7,44.7,25.6,68.2,84.8,0,f24-4-2013-731767-eventdetails.xml
88,Brazil,1,8,67.7,68.8,67.5,65.4,0,f24-4-2013-731767-eventdetails.xml
89,Brazil,1,8,45.0,54.6,54.5,59.4,1,f24-4-2013-731767-eventdetails.xml
90,Brazil,1,8,63.3,65.4,58.3,62.6,1,f24-4-2013-731767-eventdetails.xml
91,Brazil,1,8,58.3,62.6,64.3,67.0,1,f24-4-2013-731767-eventdetails.xml
92,Brazil,1,8,67.0,56.4,69.4,38.5,1,f24-4-2013-731767-eventdetails.xml
93,Brazil,1,9,99.6,99.5,96.3,61.8,0,f24-4-2013-731767-eventdetails.xml
94,Croatia,1,9,36.9,58.7,41.5,83.2,1,f24-4-2013-731767-eventdetails.xml
95,Croatia,1,9,25.9,100.0,58.4,94.4,0,f24-4-2013-731767-eventdetails.xml
96,Brazil,1,9,39.5,6.1,61.7,13.7,1,f24-4-2013-731767-eventdetails.xml
97,Croatia,1,9,29.5,94.1,36.0,81.2,1,f24-4-2013-731767-eventdetails.xml
98,Croatia,1,9,36.0,81.2,21.9,86.0,1,f24-4-2013-731767-eventdetails.xml
99,Croatia,1,10,20.7,85.7,6.7,59.0,1,f24-4-2013-731767-eventdetails.xml
100,Croatia,1,10,6.7,59.0,41.9,94.7,1,f24-4-2013-731767-eventdetails.xml
101,Croatia,1,10,41.9,94.7,35.2,79.7,1,f24-4-2013-731767-eventdetails.xml
102,Croatia,1,10,45.5,77.8,59.9,95.9,1,f24-4-2013-731767-eventdetails.xml
103,Croatia,1,10,87.2,95.8,91.7,56.7,1,f24-4-2013-731767-eventdetails.xml
104,Brazil,1,11,49.9,49.7,53.0,49.1,1,f24-4-2013-731767-eventdetails.xml
105,Brazil,1,11,53.2,49.1,42.6,81.1,1,f24-4-2013-731767-eventdetails.xml
106,Brazil,1,11,47.0,71.5,43.0,55.2,1,f24-4-2013-731767-eventdetails.xml
107,Brazil,1,11,41.2,55.1,46.6,15.9,1,f24-4-2013-731767-eventdetails.xml
108,Brazil,1,11,56.5,12.5,68.6,4.4,1,f24-4-2013-731767-eventdetails.xml
109,Brazil,1,11,68.6,4.4,57.6,15.2,1,f24-4-2013-731767-eventdetails.xml
110,Brazil,1,11,57.7,4.9,69.0,4.7,1,f24-4-2013-731767-eventdetails.xml
111,Brazil,1,11,66.4,19.4,54.4,37.6,1,f24-4-2013-731767-eventdetails.xml
112,Brazil,1,11,52.7,49.3,60.0,78.4,1,f24-4-2013-731767-eventdetails.xml
113,Brazil,1,11,64.2,78.8,52.8,78.2,1,f24-4-2013-731767-eventdetails.xml
114,Brazil,1,11,53.2,71.5,45.6,35.2,1,f24-4-2013-731767-eventdetails.xml
115,Brazil,1,11,51.4,30.4,62.4,11.6,1,f24-4-2013-731767-eventdetails.xml
116,Brazil,1,11,62.7,11.4,66.4,11.7,0,f24-4-2013-731767-eventdetails.xml
117,Croatia,1,11,27.9,94.7,48.4,74.2,0,f24-4-2013-731767-eventdetails.xml
118,Brazil,1,11,44.7,49.9,32.3,49.5,1,f24-4-2013-731767-eventdetails.xml
119,Brazil,1,11,33.3,44.8,38.6,29.5,1,f24-4-2013-731767-eventdetails.xml
120,Brazil,1,12,55.5,26.2,68.4,4.1,1,f24-4-2013-731767-eventdetails.xml
121,Brazil,1,12,79.9,9.7,96.1,49.7,0,f24-4-2013-731767-eventdetails.xml
122,Croatia,1,12,15.2,39.8,73.9,17.9,0,f24-4-2013-731767-eventdetails.xml
123,Croatia,1,12,39.3,32.8,62.2,28.3,1,f24-4-2013-731767-eventdetails.xml
124,Croatia,1,12,62.2,28.3,47.8,32.4,1,f24-4-2013-731767-eventdetails.xml
125,Croatia,1,12,47.0,32.7,71.7,16.7,0,f24-4-2013-731767-eventdetails.xml
126,Brazil,1,12,45.3,76.7,36.6,66.4,1,f24-4-2013-731767-eventdetails.xml
127,Brazil,1,12,41.9,62.7,35.6,75.3,1,f24-4-2013-731767-eventdetails.xml
128,Brazil,1,12,35.2,75.0,34.6,36.9,1,f24-4-2013-731767-eventdetails.xml
129,Brazil,1,12,35.7,25.8,55.6,8.5,1,f24-4-2013-731767-eventdetails.xml
130,Brazil,1,12,57.5,7.1,57.0,23.3,1,f24-4-2013-731767-eventdetails.xml
131,Brazil,1,12,56.9,19.5,53.7,11.7,1,f24-4-2013-731767-eventdetails.xml
132,Brazil,1,12,53.7,11.7,37.7,26.8,1,f24-4-2013-731767-eventdetails.xml
133,Brazil,1,12,37.7,26.8,44.9,64.9,1,f24-4-2013-731767-eventdetails.xml
134,Brazil,1,13,57.6,70.9,67.0,96.6,1,f24-4-2013-731767-eventdetails.xml
135,Brazil,1,13,66.7,96.9,68.5,94.5,0,f24-4-2013-731767-eventdetails.xml
136,Brazil,1,13,67.1,100.0,55.6,89.7,1,f24-4-2013-731767-eventdetails.xml
137,Brazil,1,13,56.0,90.3,77.7,82.9,0,f24-4-2013-731767-eventdetails.xml
138,Brazil,1,13,74.9,100.0,75.4,90.3,1,f24-4-2013-731767-eventdetails.xml
139,Croatia,1,13,38.1,19.1,47.0,7.7,1,f24-4-2013-731767-eventdetails.xml
140,Croatia,1,13,56.8,9.5,60.7,36.4,0,f24-4-2013-731767-eventdetails.xml
141,Brazil,1,13,34.9,60.3,34.7,41.9,1,f24-4-2013-731767-eventdetails.xml
142,Brazil,1,13,32.3,69.1,29.4,69.3,1,f24-4-2013-731767-eventdetails.xml
143,Brazil,1,13,33.9,64.0,33.2,39.1,1,f24-4-2013-731767-eventdetails.xml
144,Brazil,1,13,55.5,23.1,74.3,4.4,1,f24-4-2013-731767-eventdetails.xml
145,Brazil,1,14,85.9,4.4,100.0,87.5,0,f24-4-2013-731767-eventdetails.xml
146,Croatia,1,14,5.3,40.1,59.0,21.6,1,f24-4-2013-731767-eventdetails.xml
147,Croatia,1,14,59.0,21.6,70.9,20.9,0,f24-4-2013-731767-eventdetails.xml
148,Brazil,1,14,30.5,57.9,39.1,61.7,1,f24-4-2013-731767-eventdetails.xml
149,Brazil,1,14,36.3,44.6,36.5,13.7,1,f24-4-2013-731767-eventdetails.xml
150,Brazil,1,14,36.5,13.7,31.7,46.1,1,f24-4-2013-731767-eventdetails.xml
151,Brazil,1,14,31.1,46.4,44.9,47.0,1,f24-4-2013-731767-eventdetails.xml
152,Brazil,1,14,44.6,49.0,44.3,30.6,1,f24-4-2013-731767-eventdetails.xml
153,Brazil,1,15,44.7,23.7,54.1,7.3,1,f24-4-2013-731767-eventdetails.xml
154,Brazil,1,15,52.3,10.0,37.7,38.9,1,f24-4-2013-731767-eventdetails.xml
155,Brazil,1,15,45.4,43.0,46.6,79.0,1,f24-4-2013-731767-eventdetails.xml
156,Brazil,1,15,53.4,81.2,62.0,96.8,1,f24-4-2013-731767-eventdetails.xml
157,Brazil,1,15,59.3,93.6,43.9,84.4,1,f24-4-2013-731767-eventdetails.xml
158,Brazil,1,15,49.3,73.0,55.9,55.8,1,f24-4-2013-731767-eventdetails.xml
159,Brazil,1,15,52.3,57.9,43.9,43.4,1,f24-4-2013-731767-eventdetails.xml
160,Brazil,1,15,43.9,43.4,44.8,68.8,1,f24-4-2013-731767-eventdetails.xml
161,Brazil,1,15,44.8,70.8,55.4,85.4,1,f24-4-2013-731767-eventdetails.xml
162,Brazil,1,15,61.3,79.4,77.7,69.3,1,f24-4-2013-731767-eventdetails.xml
163,Brazil,1,15,77.9,69.3,73.8,55.5,1,f24-4-2013-731767-eventdetails.xml
164,Brazil,1,15,75.5,53.4,71.8,50.3,1,f24-4-2013-731767-eventdetails.xml
165,Brazil,1,15,99.5,0.5,94.4,56.9,0,f24-4-2013-731767-eventdetails.xml
166,Croatia,1,16,31.3,43.9,22.3,34.5,1,f24-4-2013-731767-eventdetails.xml
167,Croatia,1,16,32.6,9.8,20.9,5.3,1,f24-4-2013-731767-eventdetails.xml
168,Croatia,1,16,20.9,5.3,42.9,4.6,0,f24-4-2013-731767-eventdetails.xml
169,Croatia,1,16,38.3,0.0,61.4,8.3,1,f24-4-2013-731767-eventdetails.xml
170,Croatia,1,16,61.4,8.3,68.7,19.7,0,f24-4-2013-731767-eventdetails.xml
171,Brazil,1,16,25.2,70.9,35.2,50.6,1,f24-4-2013-731767-eventdetails.xml
172,Brazil,1,16,35.2,50.6,45.1,43.7,1,f24-4-2013-731767-eventdetails.xml
173,Brazil,1,16,53.9,52.5,61.3,92.9,1,f24-4-2013-731767-eventdetails.xml
174,Brazil,1,16,65.7,92.6,68.2,89.3,0,f24-4-2013-731767-eventdetails.xml
175,Brazil,1,16,63.0,100.0,65.1,86.3,1,f24-4-2013-731767-eventdetails.xml
176,Brazil,1,16,62.6,84.7,66.3,96.8,1,f24-4-2013-731767-eventdetails.xml
177,Brazil,1,16,66.2,88.9,56.0,77.3,1,f24-4-2013-731767-eventdetails.xml
178,Brazil,1,16,55.8,75.3,54.7,54.8,1,f24-4-2013-731767-eventdetails.xml
179,Brazil,1,16,54.7,51.9,58.4,26.4,1,f24-4-2013-731767-eventdetails.xml
180,Brazil,1,17,69.5,16.4,63.8,32.7,1,f24-4-2013-731767-eventdetails.xml
181,Brazil,1,17,66.8,32.8,81.6,53.0,0,f24-4-2013-731767-eventdetails.xml
182,Brazil,1,17,61.7,81.1,45.1,67.6,1,f24-4-2013-731767-eventdetails.xml
183,Brazil,1,17,45.3,56.9,96.6,27.4,1,f24-4-2013-731767-eventdetails.xml
184,Brazil,1,17,96.6,23.0,96.2,47.5,0,f24-4-2013-731767-eventdetails.xml
185,Croatia,1,17,3.6,53.7,44.6,58.8,1,f24-4-2013-731767-eventdetails.xml
186,Croatia,1,17,44.6,58.8,34.7,53.0,1,f24-4-2013-731767-eventdetails.xml
187,Croatia,1,17,34.7,53.0,43.7,5.8,1,f24-4-2013-731767-eventdetails.xml
188,Croatia,1,17,43.7,5.8,24.0,27.7,1,f24-4-2013-731767-eventdetails.xml
189,Croatia,1,17,25.5,14.3,44.3,8.9,1,f24-4-2013-731767-eventdetails.xml
190,Croatia,1,17,42.6,21.9,69.5,89.9,1,f24-4-2013-731767-eventdetails.xml
191,Croatia,1,17,74.5,67.9,65.8,71.2,1,f24-4-2013-731767-eventdetails.xml
192,Croatia,1,17,65.8,71.2,64.4,43.7,1,f24-4-2013-731767-eventdetails.xml
193,Croatia,1,17,66.8,46.3,62.6,64.3,1,f24-4-2013-731767-eventdetails.xml
194,Croatia,1,18,62.6,64.3,70.3,70.2,1,f24-4-2013-731767-eventdetails.xml
195,Croatia,1,18,65.4,73.0,98.9,82.7,1,f24-4-2013-731767-eventdetails.xml
196,Croatia,1,18,98.9,82.7,83.2,0.0,0,f24-4-2013-731767-eventdetails.xml
197,Brazil,1,18,20.8,100.0,10.1,76.9,1,f24-4-2013-731767-eventdetails.xml
198,Brazil,1,18,11.6,73.5,18.1,46.9,1,f24-4-2013-731767-eventdetails.xml
199,Brazil,1,18,31.0,32.7,39.1,23.7,1,f24-4-2013-731767-eventdetails.xml
200,Brazil,1,18,39.1,23.7,32.7,35.4,1,f24-4-2013-731767-eventdetails.xml
201,Brazil,1,18,36.1,36.4,32.5,71.8,1,f24-4-2013-731767-eventdetails.xml
202,Brazil,1,18,31.5,72.4,43.8,78.1,1,f24-4-2013-731767-eventdetails.xml
203,Brazil,1,18,58.5,82.1,63.6,95.9,1,f24-4-2013-731767-eventdetails.xml
204,Brazil,1,18,62.7,96.3,70.6,96.6,1,f24-4-2013-731767-eventdetails.xml
205,Brazil,1,18,70.5,96.9,62.4,97.1,1,f24-4-2013-731767-eventdetails.xml
206,Brazil,1,18,63.3,97.1,53.4,83.0,1,f24-4-2013-731767-eventdetails.xml
207,Brazil,1,18,53.3,77.5,53.5,31.3,1,f24-4-2013-731767-eventdetails.xml
208,Brazil,1,18,58.6,28.0,62.4,19.4,1,f24-4-2013-731767-eventdetails.xml
209,Brazil,1,18,62.4,19.4,70.2,6.2,1,f24-4-2013-731767-eventdetails.xml
210,Brazil,1,19,92.4,5.9,92.7,10.1,0,f24-4-2013-731767-eventdetails.xml
211,Brazil,1,19,99.5,0.5,81.0,93.0,1,f24-4-2013-731767-eventdetails.xml
212,Brazil,1,19,85.6,93.2,95.0,49.4,0,f24-4-2013-731767-eventdetails.xml
213,Croatia,1,19,14.2,36.4,61.7,39.2,1,f24-4-2013-731767-eventdetails.xml
214,Croatia,1,19,61.7,39.2,77.6,30.3,0,f24-4-2013-731767-eventdetails.xml
215,Brazil,1,19,25.4,71.7,29.4,44.6,1,f24-4-2013-731767-eventdetails.xml
216,Brazil,1,19,29.9,42.2,37.0,18.3,1,f24-4-2013-731767-eventdetails.xml
217,Brazil,1,20,54.3,21.8,63.6,4.9,1,f24-4-2013-731767-eventdetails.xml
218,Brazil,1,20,66.8,5.0,77.2,31.5,1,f24-4-2013-731767-eventdetails.xml
219,Brazil,1,20,91.9,0.0,88.5,8.9,1,f24-4-2013-731767-eventdetails.xml
220,Brazil,1,20,92.2,8.5,87.4,55.1,0,f24-4-2013-731767-eventdetails.xml
221,Brazil,1,20,68.1,100.0,47.0,79.6,1,f24-4-2013-731767-eventdetails.xml
222,Brazil,1,20,49.2,78.8,58.2,86.9,1,f24-4-2013-731767-eventdetails.xml
223,Brazil,1,20,60.2,84.7,52.0,67.3,1,f24-4-2013-731767-eventdetails.xml
224,Brazil,1,20,51.8,58.8,61.1,27.0,1,f24-4-2013-731767-eventdetails.xml
225,Brazil,1,20,69.5,33.9,72.7,45.2,1,f24-4-2013-731767-eventdetails.xml
226,Brazil,1,20,72.7,45.2,64.2,64.6,1,f24-4-2013-731767-eventdetails.xml
227,Brazil,1,20,64.4,67.0,71.7,88.6,1,f24-4-2013-731767-eventdetails.xml
228,Brazil,1,20,89.2,78.1,90.2,73.8,0,f24-4-2013-731767-eventdetails.xml
229,Croatia,1,21,4.4,44.3,21.3,25.6,1,f24-4-2013-731767-eventdetails.xml
230,Croatia,1,21,21.3,25.6,77.9,15.5,0,f24-4-2013-731767-eventdetails.xml
231,Brazil,1,21,22.1,79.3,23.5,47.6,1,f24-4-2013-731767-eventdetails.xml
232,Brazil,1,21,24.5,36.3,42.0,12.8,1,f24-4-2013-731767-eventdetails.xml
233,Brazil,1,21,55.3,13.8,94.8,18.6,1,f24-4-2013-731767-eventdetails.xml
234,Brazil,1,21,99.2,34.0,96.3,50.3,0,f24-4-2013-731767-eventdetails.xml
235,Brazil,1,21,95.7,100.0,76.0,92.7,1,f24-4-2013-731767-eventdetails.xml
236,Brazil,1,21,82.7,75.1,93.2,74.7,1,f24-4-2013-731767-eventdetails.xml
237,Croatia,1,22,5.3,38.8,78.8,4.2,1,f24-4-2013-731767-eventdetails.xml
238,Croatia,1,22,95.7,4.0,95.9,8.5,0,f24-4-2013-731767-eventdetails.xml
239,Brazil,1,22,8.5,49.7,13.8,31.8,1,f24-4-2013-731767-eventdetails.xml
240,Brazil,1,22,19.2,29.5,28.1,29.8,1,f24-4-2013-731767-eventdetails.xml
241,Brazil,1,22,38.7,41.0,86.8,27.1,1,f24-4-2013-731767-eventdetails.xml
242,Croatia,1,23,5.1,40.9,60.5,36.3,0,f24-4-2013-731767-eventdetails.xml
243,Brazil,1,24,44.0,80.9,39.4,38.5,1,f24-4-2013-731767-eventdetails.xml
244,Brazil,1,24,39.7,35.4,56.6,5.0,1,f24-4-2013-731767-eventdetails.xml
245,Brazil,1,24,56.7,5.0,51.7,16.2,1,f24-4-2013-731767-eventdetails.xml
246,Brazil,1,24,52.1,22.4,43.5,75.0,1,f24-4-2013-731767-eventdetails.xml
247,Brazil,1,24,45.9,69.7,46.0,53.3,1,f24-4-2013-731767-eventdetails.xml
248,Brazil,1,24,46.4,50.9,56.2,27.0,1,f24-4-2013-731767-eventdetails.xml
249,Brazil,1,24,62.8,23.0,72.1,3.8,1,f24-4-2013-731767-eventdetails.xml
250,Brazil,1,24,66.8,11.6,50.3,17.6,1,f24-4-2013-731767-eventdetails.xml
251,Brazil,1,24,51.7,17.6,54.3,33.0,1,f24-4-2013-731767-eventdetails.xml
252,Brazil,1,24,53.9,36.0,54.2,84.4,1,f24-4-2013-731767-eventdetails.xml
253,Brazil,1,24,62.8,85.7,100.0,95.7,0,f24-4-2013-731767-eventdetails.xml
254,Croatia,1,25,5.1,39.8,60.3,16.7,0,f24-4-2013-731767-eventdetails.xml
255,Croatia,1,25,59.0,9.3,76.5,3.6,0,f24-4-2013-731767-eventdetails.xml
256,Croatia,1,25,77.3,0.0,86.9,3.4,0,f24-4-2013-731767-eventdetails.xml
257,Croatia,1,25,85.0,0.0,92.8,16.8,0,f24-4-2013-731767-eventdetails.xml
258,Brazil,1,25,7.4,96.5,53.6,77.3,0,f24-4-2013-731767-eventdetails.xml
259,Croatia,1,26,46.3,22.1,67.8,20.0,1,f24-4-2013-731767-eventdetails.xml
260,Croatia,1,27,68.8,19.1,71.6,16.2,1,f24-4-2013-731767-eventdetails.xml
261,Croatia,1,27,71.6,16.2,70.8,18.2,1,f24-4-2013-731767-eventdetails.xml
262,Croatia,1,27,70.8,18.2,87.6,51.0,0,f24-4-2013-731767-eventdetails.xml
263,Croatia,1,27,85.6,100.0,84.9,83.0,1,f24-4-2013-731767-eventdetails.xml
264,Croatia,1,27,85.0,83.0,84.5,89.9,0,f24-4-2013-731767-eventdetails.xml
265,Brazil,1,27,13.9,7.4,32.7,11.0,0,f24-4-2013-731767-eventdetails.xml
266,Croatia,1,28,70.2,89.0,91.9,69.7,1,f24-4-2013-731767-eventdetails.xml
267,Croatia,1,28,97.8,84.4,91.6,38.8,1,f24-4-2013-731767-eventdetails.xml
268,Brazil,1,28,11.5,53.7,30.2,75.3,1,f24-4-2013-731767-eventdetails.xml
269,Brazil,1,28,33.9,75.0,34.9,37.0,1,f24-4-2013-731767-eventdetails.xml
270,Brazil,1,28,50.4,45.4,54.0,51.1,1,f24-4-2013-731767-eventdetails.xml
271,Brazil,1,28,54.1,50.9,63.7,48.0,1,f24-4-2013-731767-eventdetails.xml
272,Brazil,1,28,65.4,42.4,67.4,47.9,1,f24-4-2013-731767-eventdetails.xml
273,Croatia,1,29,50.1,51.0,51.9,49.4,1,f24-4-2013-731767-eventdetails.xml
274,Croatia,1,29,51.9,49.4,41.2,41.2,1,f24-4-2013-731767-eventdetails.xml
275,Croatia,1,29,51.8,32.4,57.6,7.0,1,f24-4-2013-731767-eventdetails.xml
276,Croatia,1,29,57.4,4.4,46.0,6.1,1,f24-4-2013-731767-eventdetails.xml
277,Croatia,1,29,46.0,6.1,47.7,20.1,1,f24-4-2013-731767-eventdetails.xml
278,Croatia,1,29,51.3,27.0,54.3,56.6,0,f24-4-2013-731767-eventdetails.xml
279,Croatia,1,30,61.1,100.0,75.1,86.9,0,f24-4-2013-731767-eventdetails.xml
280,Croatia,1,30,55.3,86.0,70.0,89.6,0,f24-4-2013-731767-eventdetails.xml
281,Croatia,1,30,64.7,100.0,69.7,95.9,1,f24-4-2013-731767-eventdetails.xml
282,Croatia,1,30,69.7,95.9,72.8,91.5,0,f24-4-2013-731767-eventdetails.xml
283,Brazil,1,30,23.3,12.6,34.0,8.8,0,f24-4-2013-731767-eventdetails.xml
284,Croatia,1,30,65.6,96.8,69.8,94.2,1,f24-4-2013-731767-eventdetails.xml
