,team,half,min,x_start,y_start,x_end,y_end,outcome,game_num
7066,Brazil,1,8,58.6,97.7,56.9,80.2,1,f24-4-2013-731783-eventdetails.xml
7067,Brazil,1,8,56.8,79.7,31.3,80.5,1,f24-4-2013-731783-eventdetails.xml
7068,Brazil,1,8,32.9,64.9,33.2,22.5,1,f24-4-2013-731783-eventdetails.xml
7069,Brazil,1,8,35.8,21.5,36.4,41.6,1,f24-4-2013-731783-eventdetails.xml
7070,Brazil,1,8,43.8,45.5,52.1,89.4,1,f24-4-2013-731783-eventdetails.xml
7071,Brazil,1,8,55.7,88.6,68.3,88.6,1,f24-4-2013-731783-eventdetails.xml
7072,Brazil,1,8,69.8,88.0,61.6,96.0,1,f24-4-2013-731783-eventdetails.xml
7073,Brazil,1,8,59.1,92.0,95.2,0.0,0,f24-4-2013-731783-eventdetails.xml
7074,Mexico,1,9,12.2,100.0,34.0,90.3,1,f24-4-2013-731783-eventdetails.xml
7075,Mexico,1,9,34.8,89.0,21.9,95.6,1,f24-4-2013-731783-eventdetails.xml
7076,Mexico,1,9,21.8,96.6,63.8,94.7,0,f24-4-2013-731783-eventdetails.xml
7077,Brazil,1,9,31.8,8.2,41.2,24.3,0,f24-4-2013-731783-eventdetails.xml
7078,Brazil,1,9,37.7,31.6,31.5,46.2,1,f24-4-2013-731783-eventdetails.xml
7079,Brazil,1,9,31.0,45.7,42.4,87.5,1,f24-4-2013-731783-eventdetails.xml
7080,Brazil,1,9,57.1,85.1,58.9,96.9,1,f24-4-2013-731783-eventdetails.xml
7081,Brazil,1,9,61.3,96.6,67.7,85.4,1,f24-4-2013-731783-eventdetails.xml
7082,Brazil,1,9,68.8,82.9,89.2,90.5,1,f24-4-2013-731783-eventdetails.xml
7083,Brazil,1,9,90.0,90.9,86.8,55.5,0,f24-4-2013-731783-eventdetails.xml
7084,Brazil,1,10,62.4,66.6,72.2,61.4,0,f24-4-2013-731783-eventdetails.xml
7085,Brazil,1,10,61.6,79.3,70.5,96.3,1,f24-4-2013-731783-eventdetails.xml
7086,Mexico,1,10,5.7,38.6,65.5,18.3,0,f24-4-2013-731783-eventdetails.xml
7087,Brazil,1,10,35.0,71.7,45.1,84.4,1,f24-4-2013-731783-eventdetails.xml
7088,Brazil,1,10,45.0,84.5,55.2,75.9,1,f24-4-2013-731783-eventdetails.xml
7089,Mexico,1,11,48.4,14.0,41.9,16.7,1,f24-4-2013-731783-eventdetails.xml
7090,Mexico,1,11,43.2,7.9,48.3,2.5,1,f24-4-2013-731783-eventdetails.xml
7091,Mexico,1,11,41.1,11.7,2.3,33.4,1,f24-4-2013-731783-eventdetails.xml
7092,Mexico,1,11,2.4,32.5,12.8,4.0,1,f24-4-2013-731783-eventdetails.xml
7093,Mexico,1,11,12.8,3.4,17.2,3.4,0,f24-4-2013-731783-eventdetails.xml
7094,Mexico,1,11,17.5,0.0,37.4,7.4,1,f24-4-2013-731783-eventdetails.xml
7095,Mexico,1,11,37.4,7.4,27.8,1.7,1,f24-4-2013-731783-eventdetails.xml
7096,Mexico,1,11,27.8,1.7,67.0,36.0,0,f24-4-2013-731783-eventdetails.xml
7097,Brazil,1,11,47.2,27.4,33.4,55.4,1,f24-4-2013-731783-eventdetails.xml
7098,Brazil,1,11,33.7,56.3,53.3,91.2,1,f24-4-2013-731783-eventdetails.xml
7099,Brazil,1,11,58.3,91.7,62.2,77.8,1,f24-4-2013-731783-eventdetails.xml
7100,Brazil,1,11,62.5,77.2,54.6,89.6,1,f24-4-2013-731783-eventdetails.xml
7101,Brazil,1,11,54.6,89.6,60.5,96.8,1,f24-4-2013-731783-eventdetails.xml
7102,Brazil,1,11,59.6,96.8,52.7,88.0,1,f24-4-2013-731783-eventdetails.xml
7103,Brazil,1,11,52.5,88.0,56.9,97.1,1,f24-4-2013-731783-eventdetails.xml
7104,Brazil,1,11,55.0,96.8,42.1,91.2,1,f24-4-2013-731783-eventdetails.xml
7105,Brazil,1,11,38.7,83.3,31.7,61.4,1,f24-4-2013-731783-eventdetails.xml
7106,Brazil,1,11,31.7,61.4,31.7,33.1,1,f24-4-2013-731783-eventdetails.xml
7107,Brazil,1,11,31.7,32.7,60.4,5.6,1,f24-4-2013-731783-eventdetails.xml
7108,Brazil,1,12,60.9,9.4,69.0,4.9,1,f24-4-2013-731783-eventdetails.xml
7109,Brazil,1,12,69.0,4.9,71.1,20.1,1,f24-4-2013-731783-eventdetails.xml
7110,Mexico,1,12,24.4,79.4,26.2,23.7,1,f24-4-2013-731783-eventdetails.xml
7111,Mexico,1,12,28.6,19.7,44.0,18.6,1,f24-4-2013-731783-eventdetails.xml
7112,Brazil,1,13,58.3,65.1,64.2,73.6,1,f24-4-2013-731783-eventdetails.xml
7113,Brazil,1,13,73.9,75.4,83.8,52.7,1,f24-4-2013-731783-eventdetails.xml
7114,Brazil,1,13,86.8,65.1,89.6,74.1,1,f24-4-2013-731783-eventdetails.xml
7115,Brazil,1,13,92.7,76.9,93.0,73.5,0,f24-4-2013-731783-eventdetails.xml
7116,Brazil,1,13,98.7,74.6,98.2,66.4,0,f24-4-2013-731783-eventdetails.xml
7117,Mexico,1,13,5.2,41.2,61.6,19.5,0,f24-4-2013-731783-eventdetails.xml
7118,Brazil,1,13,42.9,80.2,49.8,90.0,1,f24-4-2013-731783-eventdetails.xml
7119,Brazil,1,14,60.1,96.9,48.4,94.6,1,f24-4-2013-731783-eventdetails.xml
7120,Brazil,1,14,59.5,88.4,62.4,97.7,1,f24-4-2013-731783-eventdetails.xml
7121,Brazil,1,14,60.8,96.0,72.1,86.8,0,f24-4-2013-731783-eventdetails.xml
7122,Mexico,1,14,28.3,5.5,35.2,23.6,1,f24-4-2013-731783-eventdetails.xml
7123,Mexico,1,14,35.4,24.6,29.5,10.0,0,f24-4-2013-731783-eventdetails.xml
7124,Brazil,1,14,75.8,92.7,65.7,86.2,0,f24-4-2013-731783-eventdetails.xml
7125,Mexico,1,14,34.4,8.3,37.0,7.9,0,f24-4-2013-731783-eventdetails.xml
7126,Brazil,1,14,70.4,100.0,72.7,90.6,1,f24-4-2013-731783-eventdetails.xml
7127,Brazil,1,14,64.4,89.1,60.2,20.3,1,f24-4-2013-731783-eventdetails.xml
7128,Brazil,1,14,62.0,17.7,64.0,31.8,1,f24-4-2013-731783-eventdetails.xml
7129,Brazil,1,14,66.3,27.0,70.7,10.3,1,f24-4-2013-731783-eventdetails.xml
7130,Brazil,1,14,68.0,8.8,67.9,19.7,1,f24-4-2013-731783-eventdetails.xml
7131,Brazil,1,14,70.8,20.9,74.4,28.3,0,f24-4-2013-731783-eventdetails.xml
7132,Brazil,1,14,63.7,27.4,70.4,4.9,1,f24-4-2013-731783-eventdetails.xml
7133,Brazil,1,14,69.2,11.0,54.2,23.4,1,f24-4-2013-731783-eventdetails.xml
7134,Brazil,1,15,53.4,31.9,49.3,53.1,1,f24-4-2013-731783-eventdetails.xml
7135,Brazil,1,15,49.1,51.0,50.4,26.7,1,f24-4-2013-731783-eventdetails.xml
7136,Brazil,1,15,53.8,26.7,44.2,58.2,1,f24-4-2013-731783-eventdetails.xml
7137,Brazil,1,15,44.2,58.2,58.4,92.4,1,f24-4-2013-731783-eventdetails.xml
7138,Brazil,1,15,59.0,91.8,61.0,76.7,1,f24-4-2013-731783-eventdetails.xml
7139,Brazil,1,15,63.9,77.5,65.8,93.0,1,f24-4-2013-731783-eventdetails.xml
7140,Brazil,1,15,68.4,95.0,70.4,95.3,0,f24-4-2013-731783-eventdetails.xml
7141,Brazil,1,15,68.5,100.0,66.4,86.8,0,f24-4-2013-731783-eventdetails.xml
7142,Mexico,1,15,36.1,10.7,44.2,6.7,1,f24-4-2013-731783-eventdetails.xml
7143,Mexico,1,15,40.6,2.0,33.4,17.7,1,f24-4-2013-731783-eventdetails.xml
7144,Mexico,1,15,36.5,8.5,46.0,2.0,1,f24-4-2013-731783-eventdetails.xml
7145,Mexico,1,16,46.0,2.3,54.7,14.9,1,f24-4-2013-731783-eventdetails.xml
7146,Mexico,1,16,55.0,15.8,45.3,27.3,1,f24-4-2013-731783-eventdetails.xml
7147,Mexico,1,16,45.3,27.3,54.1,17.0,1,f24-4-2013-731783-eventdetails.xml
7148,Mexico,1,16,54.1,17.0,36.9,15.0,1,f24-4-2013-731783-eventdetails.xml
7149,Mexico,1,16,36.9,15.0,32.6,55.8,1,f24-4-2013-731783-eventdetails.xml
7150,Mexico,1,16,31.9,80.0,45.6,96.2,1,f24-4-2013-731783-eventdetails.xml
7151,Mexico,1,16,45.6,96.2,55.7,52.8,1,f24-4-2013-731783-eventdetails.xml
7152,Mexico,1,16,55.7,52.8,58.0,56.3,0,f24-4-2013-731783-eventdetails.xml
7153,Brazil,1,16,42.9,44.9,47.4,71.4,1,f24-4-2013-731783-eventdetails.xml
7154,Brazil,1,16,55.0,76.3,66.3,91.7,1,f24-4-2013-731783-eventdetails.xml
7155,Brazil,1,17,65.4,83.9,84.9,51.8,1,f24-4-2013-731783-eventdetails.xml
7156,Brazil,1,17,84.6,53.2,86.0,52.0,0,f24-4-2013-731783-eventdetails.xml
7157,Brazil,1,17,75.9,0.0,90.7,7.9,1,f24-4-2013-731783-eventdetails.xml
7158,Brazil,1,17,91.5,7.7,79.6,11.6,1,f24-4-2013-731783-eventdetails.xml
7159,Brazil,1,17,79.4,11.7,68.7,13.1,1,f24-4-2013-731783-eventdetails.xml
7160,Mexico,1,17,5.2,39.1,35.1,3.2,1,f24-4-2013-731783-eventdetails.xml
7161,Mexico,1,17,35.1,2.9,50.1,0.0,0,f24-4-2013-731783-eventdetails.xml
7162,Brazil,1,18,53.5,100.0,56.8,80.6,1,f24-4-2013-731783-eventdetails.xml
7163,Brazil,1,18,59.2,68.8,67.8,56.3,1,f24-4-2013-731783-eventdetails.xml
7164,Brazil,1,18,67.8,53.9,69.8,54.3,0,f24-4-2013-731783-eventdetails.xml
7165,Brazil,1,18,62.5,52.8,52.3,58.5,1,f24-4-2013-731783-eventdetails.xml
7166,Brazil,1,18,53.0,72.3,63.6,92.9,1,f24-4-2013-731783-eventdetails.xml
7167,Mexico,1,18,7.2,52.1,59.2,95.9,0,f24-4-2013-731783-eventdetails.xml
7168,Brazil,1,18,43.2,11.1,63.7,13.4,0,f24-4-2013-731783-eventdetails.xml
7169,Mexico,1,18,40.8,87.4,57.5,95.0,0,f24-4-2013-731783-eventdetails.xml
7170,Brazil,1,19,16.0,50.1,34.4,83.9,1,f24-4-2013-731783-eventdetails.xml
7171,Brazil,1,19,40.4,85.6,57.2,96.6,1,f24-4-2013-731783-eventdetails.xml
7172,Brazil,1,19,57.2,96.6,44.0,89.7,1,f24-4-2013-731783-eventdetails.xml
7173,Brazil,1,19,42.4,88.4,31.1,61.8,1,f24-4-2013-731783-eventdetails.xml
7174,Brazil,1,19,31.5,57.5,33.0,28.2,1,f24-4-2013-731783-eventdetails.xml
7175,Brazil,1,19,33.7,29.8,32.7,60.2,1,f24-4-2013-731783-eventdetails.xml
7176,Brazil,1,19,32.8,58.2,33.2,17.6,1,f24-4-2013-731783-eventdetails.xml
7177,Brazil,1,20,32.9,13.2,45.9,2.6,1,f24-4-2013-731783-eventdetails.xml
7178,Brazil,1,20,45.9,2.8,54.5,16.8,1,f24-4-2013-731783-eventdetails.xml
7179,Mexico,1,20,25.4,92.7,41.6,95.9,1,f24-4-2013-731783-eventdetails.xml
7180,Mexico,1,20,41.6,95.9,30.3,73.3,1,f24-4-2013-731783-eventdetails.xml
7181,Mexico,1,20,36.1,62.1,43.5,35.4,0,f24-4-2013-731783-eventdetails.xml
7182,Mexico,1,20,30.8,72.0,42.3,0.0,0,f24-4-2013-731783-eventdetails.xml
7183,Brazil,1,20,61.5,100.0,44.8,94.8,1,f24-4-2013-731783-eventdetails.xml
7184,Brazil,1,20,41.5,89.0,31.5,70.2,1,f24-4-2013-731783-eventdetails.xml
7185,Brazil,1,20,36.9,72.9,41.1,97.5,1,f24-4-2013-731783-eventdetails.xml
7186,Brazil,1,20,41.5,97.5,48.0,81.4,1,f24-4-2013-731783-eventdetails.xml
7187,Brazil,1,20,46.2,82.1,38.5,92.7,1,f24-4-2013-731783-eventdetails.xml
7188,Brazil,1,20,40.6,85.4,57.8,11.3,1,f24-4-2013-731783-eventdetails.xml
7189,Mexico,1,21,21.7,56.9,31.2,72.0,1,f24-4-2013-731783-eventdetails.xml
7190,Mexico,1,21,31.2,72.0,41.9,89.6,1,f24-4-2013-731783-eventdetails.xml
7191,Mexico,1,21,41.9,89.6,37.3,79.1,1,f24-4-2013-731783-eventdetails.xml
7192,Mexico,1,21,39.9,69.9,46.5,87.4,1,f24-4-2013-731783-eventdetails.xml
7193,Mexico,1,21,57.6,96.6,45.4,84.8,1,f24-4-2013-731783-eventdetails.xml
7194,Mexico,1,21,46.1,85.7,60.3,61.7,1,f24-4-2013-731783-eventdetails.xml
7195,Mexico,1,21,61.9,55.4,59.5,27.7,1,f24-4-2013-731783-eventdetails.xml
7196,Mexico,1,21,58.2,23.6,67.6,1.7,1,f24-4-2013-731783-eventdetails.xml
7197,Mexico,1,21,67.3,2.8,58.1,4.9,1,f24-4-2013-731783-eventdetails.xml
7198,Mexico,1,21,55.2,5.3,39.1,38.6,1,f24-4-2013-731783-eventdetails.xml
7199,Mexico,1,21,39.1,38.6,44.0,68.2,1,f24-4-2013-731783-eventdetails.xml
7200,Mexico,1,21,57.5,79.6,64.7,97.7,1,f24-4-2013-731783-eventdetails.xml
7201,Mexico,1,21,64.7,97.7,72.0,100.0,0,f24-4-2013-731783-eventdetails.xml
7202,Brazil,1,21,35.9,0.0,45.4,25.0,1,f24-4-2013-731783-eventdetails.xml
7203,Brazil,1,21,45.4,25.0,44.0,39.8,0,f24-4-2013-731783-eventdetails.xml
7204,Mexico,1,22,55.0,62.7,67.5,49.7,1,f24-4-2013-731783-eventdetails.xml
7205,Mexico,1,22,68.1,49.7,71.5,60.5,1,f24-4-2013-731783-eventdetails.xml
7206,Mexico,1,22,71.5,60.5,82.6,31.9,0,f24-4-2013-731783-eventdetails.xml
7207,Brazil,1,22,40.0,96.6,55.7,76.0,0,f24-4-2013-731783-eventdetails.xml
7208,Mexico,1,22,38.6,19.5,49.4,9.5,1,f24-4-2013-731783-eventdetails.xml
7209,Mexico,1,22,50.9,9.2,55.9,26.1,1,f24-4-2013-731783-eventdetails.xml
7210,Mexico,1,22,55.9,26.7,48.7,20.1,1,f24-4-2013-731783-eventdetails.xml
7211,Mexico,1,23,15.2,43.0,63.9,18.2,1,f24-4-2013-731783-eventdetails.xml
7212,Mexico,1,23,63.9,18.2,72.1,27.6,1,f24-4-2013-731783-eventdetails.xml
7213,Mexico,1,23,75.0,29.7,74.1,37.7,1,f24-4-2013-731783-eventdetails.xml
7214,Mexico,1,23,74.1,37.7,77.8,24.4,1,f24-4-2013-731783-eventdetails.xml
7215,Brazil,1,24,5.4,60.0,64.8,62.9,1,f24-4-2013-731783-eventdetails.xml
7216,Brazil,1,24,65.7,68.4,66.0,82.3,0,f24-4-2013-731783-eventdetails.xml
7217,Mexico,1,24,33.7,23.6,43.8,36.7,1,f24-4-2013-731783-eventdetails.xml
7218,Mexico,1,24,54.7,14.0,73.3,3.5,1,f24-4-2013-731783-eventdetails.xml
7219,Mexico,1,24,95.4,9.8,93.2,46.6,0,f24-4-2013-731783-eventdetails.xml
7220,Mexico,1,24,70.1,73.3,92.9,21.5,1,f24-4-2013-731783-eventdetails.xml
7221,Mexico,1,24,92.9,21.5,85.4,34.9,0,f24-4-2013-731783-eventdetails.xml
7222,Mexico,1,24,59.6,67.8,55.5,48.4,1,f24-4-2013-731783-eventdetails.xml
7223,Mexico,1,24,55.0,45.4,35.3,42.1,1,f24-4-2013-731783-eventdetails.xml
7224,Mexico,1,24,33.5,41.9,67.8,17.4,0,f24-4-2013-731783-eventdetails.xml
7225,Brazil,1,24,34.6,85.1,56.7,83.5,1,f24-4-2013-731783-eventdetails.xml
7226,Brazil,1,24,56.3,83.3,61.9,64.0,1,f24-4-2013-731783-eventdetails.xml
7227,Brazil,1,24,64.4,66.6,71.7,80.0,1,f24-4-2013-731783-eventdetails.xml
7228,Brazil,1,25,89.0,73.8,76.5,16.5,1,f24-4-2013-731783-eventdetails.xml
7229,Brazil,1,25,79.8,13.8,88.8,56.0,1,f24-4-2013-731783-eventdetails.xml
7230,Mexico,1,25,20.3,12.2,34.9,32.2,1,f24-4-2013-731783-eventdetails.xml
7231,Mexico,1,25,34.9,32.2,47.7,91.4,1,f24-4-2013-731783-eventdetails.xml
7232,Mexico,1,25,66.6,78.7,62.8,66.9,1,f24-4-2013-731783-eventdetails.xml
7233,Mexico,1,25,62.8,66.9,63.8,78.8,1,f24-4-2013-731783-eventdetails.xml
7234,Mexico,1,25,63.8,78.8,56.1,64.5,1,f24-4-2013-731783-eventdetails.xml
7235,Mexico,1,25,56.1,64.5,62.5,64.5,1,f24-4-2013-731783-eventdetails.xml
7236,Mexico,1,25,62.5,64.5,67.2,35.5,1,f24-4-2013-731783-eventdetails.xml
7237,Mexico,1,25,67.2,38.0,72.6,51.2,1,f24-4-2013-731783-eventdetails.xml
7238,Brazil,1,25,53.0,29.5,43.8,24.9,1,f24-4-2013-731783-eventdetails.xml
7239,Brazil,1,26,5.5,60.3,76.4,42.7,0,f24-4-2013-731783-eventdetails.xml
7240,Mexico,1,26,23.5,64.0,8.4,55.2,1,f24-4-2013-731783-eventdetails.xml
7241,Mexico,1,26,15.9,62.0,72.8,72.0,0,f24-4-2013-731783-eventdetails.xml
7242,Brazil,1,26,28.3,30.7,48.0,30.7,1,f24-4-2013-731783-eventdetails.xml
7243,Brazil,1,26,64.2,20.1,59.6,31.3,1,f24-4-2013-731783-eventdetails.xml
7244,Brazil,1,26,59.6,31.3,45.5,18.3,1,f24-4-2013-731783-eventdetails.xml
7245,Brazil,1,26,53.2,19.2,66.4,96.5,1,f24-4-2013-731783-eventdetails.xml
7246,Brazil,1,27,67.5,88.0,67.6,73.3,1,f24-4-2013-731783-eventdetails.xml
7247,Brazil,1,27,65.9,73.5,65.3,89.7,1,f24-4-2013-731783-eventdetails.xml
7248,Brazil,1,27,62.3,76.9,77.5,68.8,1,f24-4-2013-731783-eventdetails.xml
7249,Mexico,1,27,14.8,55.5,78.2,37.3,0,f24-4-2013-731783-eventdetails.xml
7250,Brazil,1,27,24.8,39.5,26.1,12.8,1,f24-4-2013-731783-eventdetails.xml
7251,Brazil,1,27,23.7,10.7,56.9,19.1,0,f24-4-2013-731783-eventdetails.xml
7252,Mexico,1,27,58.2,78.5,53.2,67.8,1,f24-4-2013-731783-eventdetails.xml
7253,Mexico,1,27,53.2,67.8,59.6,52.8,1,f24-4-2013-731783-eventdetails.xml
7254,Mexico,1,27,59.6,52.8,61.4,59.0,1,f24-4-2013-731783-eventdetails.xml
7255,Mexico,1,27,61.4,59.0,62.6,44.0,0,f24-4-2013-731783-eventdetails.xml
7256,Mexico,1,27,40.8,17.3,65.3,10.6,0,f24-4-2013-731783-eventdetails.xml
7257,Brazil,1,27,32.3,92.4,68.5,100.0,0,f24-4-2013-731783-eventdetails.xml
7258,Mexico,1,28,39.4,0.0,32.6,21.5,1,f24-4-2013-731783-eventdetails.xml
7259,Mexico,1,28,36.5,18.3,39.0,41.0,1,f24-4-2013-731783-eventdetails.xml
7260,Mexico,1,28,42.2,45.5,50.7,27.6,1,f24-4-2013-731783-eventdetails.xml
7261,Mexico,1,28,50.8,27.4,62.6,27.3,1,f24-4-2013-731783-eventdetails.xml
7262,Mexico,1,28,62.6,27.3,52.8,27.4,1,f24-4-2013-731783-eventdetails.xml
7263,Mexico,1,28,55.8,30.9,53.7,51.5,1,f24-4-2013-731783-eventdetails.xml
7264,Mexico,1,28,53.7,53.7,63.9,95.6,1,f24-4-2013-731783-eventdetails.xml
7265,Mexico,1,28,65.3,96.5,71.3,94.4,1,f24-4-2013-731783-eventdetails.xml
7266,Mexico,1,28,65.9,96.3,60.2,89.6,1,f24-4-2013-731783-eventdetails.xml
7267,Mexico,1,28,60.2,89.9,79.6,55.4,0,f24-4-2013-731783-eventdetails.xml
7268,Brazil,1,28,19.0,47.8,66.1,7.9,1,f24-4-2013-731783-eventdetails.xml
7269,Brazil,1,28,66.7,23.0,62.5,34.2,1,f24-4-2013-731783-eventdetails.xml
7270,Brazil,1,28,70.2,39.8,69.1,71.8,1,f24-4-2013-731783-eventdetails.xml
7271,Mexico,1,29,4.1,50.7,22.3,63.1,1,f24-4-2013-731783-eventdetails.xml
7272,Mexico,1,29,22.3,63.0,9.3,46.6,1,f24-4-2013-731783-eventdetails.xml
7273,Mexico,1,29,9.3,45.8,13.1,76.0,1,f24-4-2013-731783-eventdetails.xml
7274,Mexico,1,29,17.3,67.0,55.8,68.1,0,f24-4-2013-731783-eventdetails.xml
7275,Brazil,1,29,46.3,31.6,47.0,53.7,0,f24-4-2013-731783-eventdetails.xml
7276,Mexico,1,29,48.9,44.2,56.1,4.1,1,f24-4-2013-731783-eventdetails.xml
7277,Mexico,1,29,56.9,3.8,65.2,6.1,0,f24-4-2013-731783-eventdetails.xml
7278,Mexico,1,29,62.0,0.0,61.1,11.9,1,f24-4-2013-731783-eventdetails.xml
7279,Mexico,1,29,61.1,11.9,61.9,2.6,1,f24-4-2013-731783-eventdetails.xml
7280,Mexico,1,29,61.8,3.1,46.4,7.7,1,f24-4-2013-731783-eventdetails.xml
7281,Mexico,1,29,58.3,20.1,68.4,35.5,1,f24-4-2013-731783-eventdetails.xml
7282,Mexico,1,29,68.4,35.5,62.5,43.9,1,f24-4-2013-731783-eventdetails.xml
7283,Mexico,1,29,61.9,44.9,51.6,89.4,1,f24-4-2013-731783-eventdetails.xml
7284,Mexico,1,30,51.6,89.6,57.7,70.3,1,f24-4-2013-731783-eventdetails.xml
7285,Mexico,1,30,57.7,70.3,51.9,87.5,1,f24-4-2013-731783-eventdetails.xml
7286,Mexico,1,30,51.9,87.5,67.2,74.4,1,f24-4-2013-731783-eventdetails.xml
7287,Brazil,1,30,33.6,37.1,37.0,95.7,1,f24-4-2013-731783-eventdetails.xml
7288,Brazil,1,30,53.0,87.2,68.5,96.0,1,f24-4-2013-731783-eventdetails.xml
7289,Brazil,1,30,68.5,96.0,53.3,95.1,1,f24-4-2013-731783-eventdetails.xml
7290,Brazil,1,30,45.6,86.3,35.0,64.0,1,f24-4-2013-731783-eventdetails.xml
7291,Brazil,1,30,34.5,60.6,34.0,29.1,1,f24-4-2013-731783-eventdetails.xml
7292,Brazil,1,30,34.8,24.9,65.6,25.8,1,f24-4-2013-731783-eventdetails.xml
7293,Brazil,1,30,59.2,22.1,48.6,15.3,1,f24-4-2013-731783-eventdetails.xml
7294,Brazil,1,30,48.6,15.3,54.7,13.1,0,f24-4-2013-731783-eventdetails.xml
7295,Brazil,1,30,52.1,12.8,60.0,9.5,1,f24-4-2013-731783-eventdetails.xml
7296,Brazil,1,30,60.0,9.5,56.5,18.6,1,f24-4-2013-731783-eventdetails.xml
7297,Brazil,1,30,57.0,18.6,53.8,31.9,1,f24-4-2013-731783-eventdetails.xml
7298,Mexico,1,30,40.5,68.5,45.9,49.7,1,f24-4-2013-731783-eventdetails.xml
7299,Mexico,1,30,45.9,49.7,59.0,52.5,1,f24-4-2013-731783-eventdetails.xml
7300,Mexico,1,31,57.2,0.0,37.8,4.1,1,f24-4-2013-731783-eventdetails.xml
7301,Mexico,1,31,39.5,5.5,34.3,49.6,1,f24-4-2013-731783-eventdetails.xml
7302,Mexico,1,31,43.3,67.6,59.5,97.2,1,f24-4-2013-731783-eventdetails.xml
7303,Mexico,1,31,63.9,96.3,65.4,84.2,1,f24-4-2013-731783-eventdetails.xml
7304,Mexico,1,31,65.4,84.2,76.5,97.1,0,f24-4-2013-731783-eventdetails.xml
7305,Mexico,1,32,82.1,100.0,87.6,77.3,1,f24-4-2013-731783-eventdetails.xml
7306,Mexico,1,32,88.0,79.1,85.3,74.4,0,f24-4-2013-731783-eventdetails.xml
7307,Brazil,1,32,14.3,17.4,26.2,29.2,1,f24-4-2013-731783-eventdetails.xml
7308,Brazil,1,32,26.7,27.4,32.3,17.7,0,f24-4-2013-731783-eventdetails.xml
7309,Mexico,1,32,68.1,74.8,59.9,88.7,1,f24-4-2013-731783-eventdetails.xml
7310,Mexico,1,32,59.9,88.7,68.7,94.4,1,f24-4-2013-731783-eventdetails.xml
7311,Mexico,1,32,70.5,95.1,75.1,67.9,0,f24-4-2013-731783-eventdetails.xml
7312,Brazil,1,32,23.6,47.8,28.6,72.3,1,f24-4-2013-731783-eventdetails.xml
7313,Brazil,1,32,31.0,77.6,44.7,92.6,1,f24-4-2013-731783-eventdetails.xml
7314,Mexico,1,32,15.3,48.2,98.1,65.1,0,f24-4-2013-731783-eventdetails.xml
7315,Brazil,1,32,4.6,31.9,27.2,4.9,1,f24-4-2013-731783-eventdetails.xml
7316,Brazil,1,32,32.8,6.8,59.4,93.2,1,f24-4-2013-731783-eventdetails.xml
7317,Brazil,1,33,64.9,96.2,57.6,82.3,1,f24-4-2013-731783-eventdetails.xml
7318,Brazil,1,33,57.6,81.5,57.9,60.3,1,f24-4-2013-731783-eventdetails.xml
7319,Brazil,1,33,58.6,59.4,51.5,55.4,1,f24-4-2013-731783-eventdetails.xml
7320,Brazil,1,33,54.7,53.9,68.6,5.9,1,f24-4-2013-731783-eventdetails.xml
7321,Brazil,1,33,71.7,5.9,89.6,15.9,1,f24-4-2013-731783-eventdetails.xml
7322,Brazil,1,33,91.7,14.7,78.5,12.3,1,f24-4-2013-731783-eventdetails.xml
7323,Brazil,1,33,78.6,12.3,87.6,24.7,1,f24-4-2013-731783-eventdetails.xml
7324,Brazil,1,33,82.3,0.0,83.6,14.9,1,f24-4-2013-731783-eventdetails.xml
7325,Brazil,1,33,83.5,15.2,78.3,7.0,1,f24-4-2013-731783-eventdetails.xml
7326,Brazil,1,33,75.8,6.5,77.6,13.5,1,f24-4-2013-731783-eventdetails.xml
7327,Brazil,1,33,82.8,4.8,85.3,7.3,0,f24-4-2013-731783-eventdetails.xml
7328,Brazil,1,34,99.6,0.5,95.6,39.6,0,f24-4-2013-731783-eventdetails.xml
7329,Brazil,1,34,99.5,0.5,90.7,50.4,1,f24-4-2013-731783-eventdetails.xml
7330,Mexico,1,35,9.8,51.3,36.7,9.1,1,f24-4-2013-731783-eventdetails.xml
7331,Mexico,1,35,36.7,9.1,33.5,43.4,1,f24-4-2013-731783-eventdetails.xml
7332,Mexico,1,35,33.5,43.4,44.0,83.2,1,f24-4-2013-731783-eventdetails.xml
7333,Mexico,1,35,45.3,85.4,64.7,95.0,1,f24-4-2013-731783-eventdetails.xml
7334,Mexico,1,35,65.9,96.8,51.3,91.1,1,f24-4-2013-731783-eventdetails.xml
7335,Mexico,1,35,47.5,90.5,48.9,77.9,1,f24-4-2013-731783-eventdetails.xml
7336,Mexico,1,35,58.1,77.9,61.9,11.6,1,f24-4-2013-731783-eventdetails.xml
7337,Mexico,1,35,62.2,18.3,74.4,27.6,1,f24-4-2013-731783-eventdetails.xml
7338,Mexico,1,35,74.5,28.3,65.5,44.8,0,f24-4-2013-731783-eventdetails.xml
7339,Mexico,1,35,55.8,42.8,56.2,36.6,1,f24-4-2013-731783-eventdetails.xml
7340,Mexico,1,35,56.2,36.6,68.1,43.7,1,f24-4-2013-731783-eventdetails.xml
7341,Mexico,1,35,68.2,44.6,77.0,93.3,1,f24-4-2013-731783-eventdetails.xml
7342,Mexico,1,36,95.2,90.8,92.9,47.2,0,f24-4-2013-731783-eventdetails.xml
7343,Brazil,1,37,5.0,37.0,58.0,28.0,0,f24-4-2013-731783-eventdetails.xml
7344,Mexico,1,37,41.8,73.9,57.0,62.9,0,f24-4-2013-731783-eventdetails.xml
