,team,half,min,x_start,y_start,outcome,x_end,y_end,game_num
341,Brazil,2,88,96.5,68.4,Miss,100,0.7,f24-4-2013-731827-eventdetails.xml
342,Brazil,2,89,89.0,71.1,Miss,100,49.5,f24-4-2013-731827-eventdetails.xml
343,Germany,2,89,85.3,62.6,Miss,100,42.4,f24-4-2013-731827-eventdetails.xml
344,Netherlands,1,12,78.1,32.2,Miss,100,61.6,f24-4-2013-731828-eventdetails.xml
345,Argentina,1,23,95.0,51.3,Miss,100,53.0,f24-4-2013-731828-eventdetails.xml
346,Netherlands,2,49,75.9,75.1,Miss,100,53.5,f24-4-2013-731828-eventdetails.xml
347,Argentina,2,74,92.7,42.5,Miss,100,43.4,f24-4-2013-731828-eventdetails.xml
348,Netherlands,2,86,72.8,46.4,Miss,100,24.7,f24-4-2013-731828-eventdetails.xml
349,Netherlands,4,109,67.2,44.1,Miss,100,35.4,f24-4-2013-731828-eventdetails.xml
350,Brazil,1,28,90.2,45.8,Miss,100,69.8,f24-4-2013-731829-eventdetails.xml
351,Netherlands,1,29,81.6,46.3,Miss,100,41.3,f24-4-2013-731829-eventdetails.xml
352,Brazil,1,44,71.2,58.1,Miss,100,57.8,f24-4-2013-731829-eventdetails.xml
353,Netherlands,2,49,97.5,41.5,Miss,100,42.7,f24-4-2013-731829-eventdetails.xml
354,Brazil,2,59,83.3,44.0,Miss,100,61.1,f24-4-2013-731829-eventdetails.xml
355,Brazil,2,74,86.7,71.8,Miss,100,59.0,f24-4-2013-731829-eventdetails.xml
356,Brazil,2,78,91.6,74.2,Miss,100,35.8,f24-4-2013-731829-eventdetails.xml
357,Netherlands,2,86,96.2,46.7,Miss,100,61.1,f24-4-2013-731829-eventdetails.xml
358,Brazil,2,94,70.8,26.0,Miss,100,33.3,f24-4-2013-731829-eventdetails.xml
359,Argentina,1,3,93.5,26.8,Miss,100,99.3,f24-4-2013-731830-eventdetails.xml
360,Argentina,1,20,82.9,49.7,Miss,100,60.4,f24-4-2013-731830-eventdetails.xml
361,Argentina,2,46,87.8,67.8,Miss,100,41.3,f24-4-2013-731830-eventdetails.xml
362,Argentina,2,62,95.5,66.4,Miss,100,63.7,f24-4-2013-731830-eventdetails.xml
363,Germany,2,71,77.1,76.7,Miss,100,30.4,f24-4-2013-731830-eventdetails.xml
364,Argentina,2,74,78.9,40.9,Miss,100,60.2,f24-4-2013-731830-eventdetails.xml
365,Germany,2,81,81.7,52.4,Miss,100,41.1,f24-4-2013-731830-eventdetails.xml
366,Argentina,3,91,94.6,70.7,Miss,100,0.3,f24-4-2013-731830-eventdetails.xml
367,Argentina,3,96,91.3,52.0,Miss,100,58.9,f24-4-2013-731830-eventdetails.xml
368,Argentina,4,117,85.8,48.9,Miss,100,50.2,f24-4-2013-731830-eventdetails.xml
369,Argentina,4,122,72.7,28.8,Miss,100,46.7,f24-4-2013-731830-eventdetails.xml
370,Netherlands,2,59,90.3,30.1,Woodwork,100,52.3,f24-4-2013-731769-eventdetails.xml
371,Netherlands,2,63,98.0,45.4,Woodwork,100,44.8,f24-4-2013-731769-eventdetails.xml
372,Italy,1,47,92.6,69.5,Woodwork,100,55.2,f24-4-2013-731774-eventdetails.xml
373,Italy,2,93,73.8,67.3,Woodwork,100,46.3,f24-4-2013-731774-eventdetails.xml
374,England,1,30,99.1,45.4,Woodwork,100,45.1,f24-4-2013-731789-eventdetails.xml
375,Chile,4,119,83.9,43.1,Woodwork,100,46.4,f24-4-2013-731815-eventdetails.xml
376,Chile,5,127,88.5,49.7,Woodwork,100,45.0,f24-4-2013-731815-eventdetails.xml
377,Switzerland,4,120,95.7,51.1,Woodwork,100,55.2,f24-4-2013-731821-eventdetails.xml
378,Belgium,2,55,87.6,45.2,Woodwork,100,46.7,f24-4-2013-731822-eventdetails.xml
379,Netherlands,2,81,81.7,76.9,Woodwork,100,55.4,f24-4-2013-731825-eventdetails.xml
380,Netherlands,4,118,81.2,71.3,Woodwork,100,47.8,f24-4-2013-731825-eventdetails.xml
381,Argentina,2,54,85.5,31.0,Woodwork,100,52.2,f24-4-2013-731826-eventdetails.xml
382,Germany,1,46,94.9,47.0,Woodwork,100,44.6,f24-4-2013-731830-eventdetails.xml
383,Brazil,1,5,90.9,52.6,Save,99.4,50.7,f24-4-2013-731767-eventdetails.xml
384,Brazil,1,8,73.1,39.8,Save,78.6,42.1,f24-4-2013-731767-eventdetails.xml
385,Brazil,1,15,76.9,42.7,Save,80.5,42.4,f24-4-2013-731767-eventdetails.xml
386,Brazil,1,20,91.6,32.0,Save,99.1,46.8,f24-4-2013-731767-eventdetails.xml
387,Brazil,1,21,77.2,36.5,Save,99.4,51.3,f24-4-2013-731767-eventdetails.xml
388,Croatia,1,28,91.9,38.4,Save,99.3,47.7,f24-4-2013-731767-eventdetails.xml
389,Brazil,1,40,78.5,25.8,Save,81.8,29.8,f24-4-2013-731767-eventdetails.xml
390,Brazil,1,41,78.1,32.2,Save,86.6,36.6,f24-4-2013-731767-eventdetails.xml
391,Croatia,2,85,69.4,58.1,Save,99.0,53.1,f24-4-2013-731767-eventdetails.xml
392,Croatia,2,90,75.2,34.2,Save,99.5,47.7,f24-4-2013-731767-eventdetails.xml
393,Croatia,2,90,92.7,30.5,Save,94.7,33.8,f24-4-2013-731767-eventdetails.xml
394,Netherlands,1,7,86.4,38.6,Save,93.3,44.4,f24-4-2013-731769-eventdetails.xml
395,Spain,1,12,90.4,64.0,Save,91.1,63.2,f24-4-2013-731769-eventdetails.xml
396,Netherlands,1,34,76.7,69.1,Save,97.3,47.1,f24-4-2013-731769-eventdetails.xml
397,Spain,1,42,89.5,63.3,Save,93.4,58.7,f24-4-2013-731769-eventdetails.xml
398,Spain,2,49,72.7,48.2,Save,97.1,53.6,f24-4-2013-731769-eventdetails.xml
399,Spain,2,66,85.0,51.1,Save,87.7,51.1,f24-4-2013-731769-eventdetails.xml
400,Spain,2,66,91.3,57.3,Save,98.6,51.6,f24-4-2013-731769-eventdetails.xml
401,Netherlands,2,68,78.5,63.9,Save,95.1,51.8,f24-4-2013-731769-eventdetails.xml
402,Netherlands,2,86,86.9,51.1,Save,96.7,50.2,f24-4-2013-731769-eventdetails.xml
403,Netherlands,2,86,81.3,33.1,Save,99.1,48.7,f24-4-2013-731769-eventdetails.xml
404,Netherlands,2,87,78.7,46.4,Save,84.3,47.1,f24-4-2013-731769-eventdetails.xml
405,Uruguay,1,6,70.7,67.2,Save,73.2,65.9,f24-4-2013-731773-eventdetails.xml
406,Uruguay,1,14,72.8,69.6,Save,77.9,65.5,f24-4-2013-731773-eventdetails.xml
407,Costa Rica,1,30,94.2,65.1,Save,96.0,60.8,f24-4-2013-731773-eventdetails.xml
408,Uruguay,1,43,83.5,72.6,Save,99.1,48.0,f24-4-2013-731773-eventdetails.xml
409,Costa Rica,2,49,96.4,59.8,Save,99.3,54.2,f24-4-2013-731773-eventdetails.xml
410,Uruguay,2,69,88.4,43.7,Save,98.9,47.3,f24-4-2013-731773-eventdetails.xml
411,England,1,4,76.2,28.0,Save,98.5,46.9,f24-4-2013-731774-eventdetails.xml
412,Italy,1,18,68.2,42.5,Save,97.1,49.6,f24-4-2013-731774-eventdetails.xml
413,England,1,41,68.2,45.4,Save,74.6,46.2,f24-4-2013-731774-eventdetails.xml
414,Italy,1,46,95.5,76.4,Save,99.9,49.6,f24-4-2013-731774-eventdetails.xml
415,England,2,48,74.5,36.3,Save,97.1,45.7,f24-4-2013-731774-eventdetails.xml
416,England,2,54,84.6,32.4,Save,86.3,33.2,f24-4-2013-731774-eventdetails.xml
417,Italy,2,63,92.2,43.5,Save,93.3,43.5,f24-4-2013-731774-eventdetails.xml
418,England,2,63,87.0,66.8,Save,96.7,48.0,f24-4-2013-731774-eventdetails.xml
419,England,2,76,77.6,32.5,Save,99.3,45.8,f24-4-2013-731774-eventdetails.xml
420,Argentina,1,4,71.9,66.0,Save,75.3,64.6,f24-4-2013-731777-eventdetails.xml
421,Bosnia and Herzegovina,1,14,73.1,46.3,Save,84.7,44.8,f24-4-2013-731777-eventdetails.xml
422,Argentina,1,17,90.9,69.3,Save,92.7,65.9,f24-4-2013-731777-eventdetails.xml
423,Argentina,1,20,89.9,35.1,Save,91.2,36.5,f24-4-2013-731777-eventdetails.xml
424,Bosnia and Herzegovina,1,24,77.7,58.1,Save,79.7,56.9,f24-4-2013-731777-eventdetails.xml
425,Argentina,1,31,75.6,39.1,Save,97.3,49.6,f24-4-2013-731777-eventdetails.xml
426,Bosnia and Herzegovina,1,40,91.2,44.0,Save,100,48.2,f24-4-2013-731777-eventdetails.xml
427,Bosnia and Herzegovina,1,40,71.7,60.0,Save,99.0,49.5,f24-4-2013-731777-eventdetails.xml
428,Bosnia and Herzegovina,2,45,75.6,54.6,Save,84.3,51.8,f24-4-2013-731777-eventdetails.xml
429,Bosnia and Herzegovina,2,49,75.7,41.3,Save,99.4,48.7,f24-4-2013-731777-eventdetails.xml
430,Bosnia and Herzegovina,2,53,78.3,25.2,Save,99.8,50,f24-4-2013-731777-eventdetails.xml
431,Bosnia and Herzegovina,2,80,76.1,59.9,Save,78.9,59.4,f24-4-2013-731777-eventdetails.xml
432,Bosnia and Herzegovina,2,80,80.8,32.8,Save,84.6,34.7,f24-4-2013-731777-eventdetails.xml
433,Bosnia and Herzegovina,2,83,72.5,40.1,Save,97.5,48.9,f24-4-2013-731777-eventdetails.xml
434,Portugal,1,4,84.9,37.7,Save,98.8,46.4,f24-4-2013-731779-eventdetails.xml
435,Portugal,1,7,93.0,71.1,Save,98.6,54.0,f24-4-2013-731779-eventdetails.xml
436,Portugal,1,13,68.2,50.1,Save,75.9,49.6,f24-4-2013-731779-eventdetails.xml
437,Germany,1,30,85.0,50.3,Save,87.1,50.2,f24-4-2013-731779-eventdetails.xml
438,Germany,1,39,73.2,50.9,Save,83.8,51.1,f24-4-2013-731779-eventdetails.xml
439,Germany,1,41,90.8,46.3,Save,97.6,48.0,f24-4-2013-731779-eventdetails.xml
440,Germany,2,50,89.0,42.5,Save,92.1,44.6,f24-4-2013-731779-eventdetails.xml
441,Portugal,2,59,75.9,67.0,Save,84.3,61.4,f24-4-2013-731779-eventdetails.xml
442,Portugal,2,65,72.5,30.3,Save,77.1,33.6,f24-4-2013-731779-eventdetails.xml
443,Portugal,2,67,87.2,68.4,Save,89.3,65.5,f24-4-2013-731779-eventdetails.xml
444,Germany,2,68,86.0,54.8,Save,88.1,54.2,f24-4-2013-731779-eventdetails.xml
445,Portugal,2,74,74.8,55.3,Save,97.2,48.6,f24-4-2013-731779-eventdetails.xml
446,Germany,2,77,84.9,48.0,Save,86.9,47.8,f24-4-2013-731779-eventdetails.xml
447,Portugal,2,81,75.2,48.7,Save,77.6,48.9,f24-4-2013-731779-eventdetails.xml
448,Portugal,2,84,70.1,51.2,Save,76.8,52.0,f24-4-2013-731779-eventdetails.xml
449,Portugal,2,91,72.7,48.0,Save,99.5,48.2,f24-4-2013-731779-eventdetails.xml
450,Belgium,1,16,64.2,29.7,Save,73.2,35.2,f24-4-2013-731781-eventdetails.xml
451,Belgium,1,20,70.8,48.8,Save,98.6,49.8,f24-4-2013-731781-eventdetails.xml
452,Belgium,1,33,71.1,49.0,Save,98.8,52.3,f24-4-2013-731781-eventdetails.xml
453,Belgium,1,34,74.3,69.7,Save,97.6,51.4,f24-4-2013-731781-eventdetails.xml
454,Belgium,1,43,89.8,66.1,Save,96.7,55.6,f24-4-2013-731781-eventdetails.xml
455,Belgium,2,65,81.3,46.6,Save,92.1,47.7,f24-4-2013-731781-eventdetails.xml
456,Belgium,2,77,71.6,49.1,Save,76.3,49.6,f24-4-2013-731781-eventdetails.xml
457,Belgium,2,83,92.1,54.5,Save,99.1,50,f24-4-2013-731781-eventdetails.xml
458,Brazil,1,7,69.0,71.4,Save,75.6,68.2,f24-4-2013-731783-eventdetails.xml
459,Brazil,1,13,83.9,55.0,Save,85.4,54.9,f24-4-2013-731783-eventdetails.xml
460,Brazil,1,25,90.9,55.7,Save,99.1,53.2,f24-4-2013-731783-eventdetails.xml
461,Brazil,1,28,74.8,68.4,Save,98.5,52.0,f24-4-2013-731783-eventdetails.xml
462,Brazil,1,34,90.3,51.0,Save,98.6,48.6,f24-4-2013-731783-eventdetails.xml
463,Brazil,1,43,92.7,53.0,Save,95.0,52.3,f24-4-2013-731783-eventdetails.xml
464,Mexico,2,52,70.4,68.8,Save,82.8,63,f24-4-2013-731783-eventdetails.xml
465,Mexico,2,55,77.3,43.4,Save,95.8,49.5,f24-4-2013-731783-eventdetails.xml
466,Brazil,2,68,90.7,40.0,Save,98.8,46.0,f24-4-2013-731783-eventdetails.xml
467,Mexico,2,80,74.1,51.5,Save,85.4,50.4,f24-4-2013-731783-eventdetails.xml
468,Brazil,2,85,95.2,51.5,Save,99.5,50,f24-4-2013-731783-eventdetails.xml
469,Mexico,2,90,86.7,23.6,Save,97.7,46.6,f24-4-2013-731783-eventdetails.xml
470,Spain,1,14,92.2,32.8,Save,93.4,35.2,f24-4-2013-731785-eventdetails.xml
471,Spain,1,14,94.9,57.1,Save,96.3,56.0,f24-4-2013-731785-eventdetails.xml
472,Chile,1,42,73.6,27.4,Save,100,46.0,f24-4-2013-731785-eventdetails.xml
473,Spain,2,48,87.2,54.0,Save,88.5,53.4,f24-4-2013-731785-eventdetails.xml
474,Spain,2,52,79.1,61.7,Save,98.9,50.9,f24-4-2013-731785-eventdetails.xml
475,Chile,2,64,75.5,52.1,Save,93.3,49.5,f24-4-2013-731785-eventdetails.xml
476,Spain,2,79,76.4,49.4,Save,98.2,53.4,f24-4-2013-731785-eventdetails.xml
477,Spain,2,83,73.8,42.4,Save,96.5,47.1,f24-4-2013-731785-eventdetails.xml
478,Spain,2,84,90.0,51.8,Save,98.0,52.0,f24-4-2013-731785-eventdetails.xml
479,Spain,2,87,74.9,55.7,Save,97.8,46.6,f24-4-2013-731785-eventdetails.xml
480,Spain,2,91,92.3,54.2,Save,94.6,53.6,f24-4-2013-731785-eventdetails.xml
481,Spain,2,91,89.2,31.6,Save,91.1,33.6,f24-4-2013-731785-eventdetails.xml
482,Australia,1,15,84.0,48.0,Save,85.5,47.7,f24-4-2013-731786-eventdetails.xml
483,Netherlands,1,17,85.4,35.5,Save,98.6,50.2,f24-4-2013-731786-eventdetails.xml
484,Netherlands,1,23,82.1,31.4,Save,84.1,34.3,f24-4-2013-731786-eventdetails.xml
485,Australia,1,31,90.3,56.6,Save,98.8,51.1,f24-4-2013-731786-eventdetails.xml
486,Australia,1,33,75.3,48.5,Save,77.7,48.7,f24-4-2013-731786-eventdetails.xml
487,Netherlands,2,48,74.0,51.9,Save,74.7,52.3,f24-4-2013-731786-eventdetails.xml
488,Netherlands,2,57,96.2,34.0,Save,99.0,45.3,f24-4-2013-731786-eventdetails.xml
489,Australia,2,66,92.3,47.2,Save,98.4,52.0,f24-4-2013-731786-eventdetails.xml
490,Netherlands,2,68,79.3,70.2,Save,97.8,50.4,f24-4-2013-731786-eventdetails.xml
491,Australia,2,71,86.6,38.6,Save,88.4,40.2,f24-4-2013-731786-eventdetails.xml
492,Netherlands,2,72,85.0,53.3,Save,87.7,52.5,f24-4-2013-731786-eventdetails.xml
493,Netherlands,2,73,76.2,40.7,Save,98.6,51.4,f24-4-2013-731786-eventdetails.xml
494,Netherlands,2,73,86.4,40.4,Save,95.2,48.7,f24-4-2013-731786-eventdetails.xml
495,Australia,2,80,80.2,74.2,Save,93.7,55.1,f24-4-2013-731786-eventdetails.xml
496,Netherlands,2,92,91.9,62.7,Save,98.0,52.2,f24-4-2013-731786-eventdetails.xml
497,England,1,16,83.5,32.4,Save,85.6,34.1,f24-4-2013-731789-eventdetails.xml
498,England,1,40,93.0,70.8,Save,99.5,54.2,f24-4-2013-731789-eventdetails.xml
499,Uruguay,2,49,82.5,44.7,Save,85.1,45.5,f24-4-2013-731789-eventdetails.xml
500,England,2,53,90.9,54.0,Save,98.5,50.7,f24-4-2013-731789-eventdetails.xml
501,England,2,58,78.1,77.7,Save,97.5,50.4,f24-4-2013-731789-eventdetails.xml
502,England,2,73,79.6,32.8,Save,97.5,47.7,f24-4-2013-731789-eventdetails.xml
503,England,2,77,87.3,57.6,Save,97.6,50.9,f24-4-2013-731789-eventdetails.xml
504,Costa Rica,1,1,69.1,57.1,Save,98.8,51.1,f24-4-2013-731790-eventdetails.xml
505,Costa Rica,1,5,92.9,69.9,Save,94.0,67.5,f24-4-2013-731790-eventdetails.xml
506,Italy,1,32,81.1,44.5,Save,96.5,46.9,f24-4-2013-731790-eventdetails.xml
507,Italy,1,35,73.5,33.6,Save,76.7,35.7,f24-4-2013-731790-eventdetails.xml
508,Costa Rica,1,35,74.4,58.5,Save,98.5,46.8,f24-4-2013-731790-eventdetails.xml
509,Costa Rica,1,38,72.9,51.1,Save,98.4,48.4,f24-4-2013-731790-eventdetails.xml
510,Italy,1,42,71.7,56.9,Save,75.6,56.1,f24-4-2013-731790-eventdetails.xml
511,Italy,2,49,88.5,34.0,Save,91.2,38.8,f24-4-2013-731790-eventdetails.xml
512,Italy,2,50,81.5,73.8,Save,98.2,50.9,f24-4-2013-731790-eventdetails.xml
513,Italy,2,52,71.3,50.9,Save,98.6,52.0,f24-4-2013-731790-eventdetails.xml
514,Costa Rica,2,53,73.6,67.8,Save,99.3,51.1,f24-4-2013-731790-eventdetails.xml
515,Italy,2,61,73.1,48.2,Save,98.8,48.2,f24-4-2013-731790-eventdetails.xml
516,Costa Rica,2,83,85.3,46.3,Save,86.4,46.8,f24-4-2013-731790-eventdetails.xml
517,Argentina,1,10,79.5,27.9,Save,81.8,30.7,f24-4-2013-731793-eventdetails.xml
518,Argentina,1,12,90.6,40.0,Save,92.1,41.2,f24-4-2013-731793-eventdetails.xml
519,Argentina,1,21,87.6,68.2,Save,97.5,51.6,f24-4-2013-731793-eventdetails.xml
520,Argentina,1,29,78.3,51.3,Save,80.8,52.0,f24-4-2013-731793-eventdetails.xml
521,Iran,2,51,90.5,46.8,Save,99.1,48.2,f24-4-2013-731793-eventdetails.xml
522,Argentina,2,58,81.8,73.2,Save,85.9,68.6,f24-4-2013-731793-eventdetails.xml
523,Iran,2,63,70.8,54.5,Save,74.0,53.8,f24-4-2013-731793-eventdetails.xml
524,Iran,2,66,91.6,49.9,Save,92.8,49.3,f24-4-2013-731793-eventdetails.xml
525,Iran,2,66,87.5,50.0,Save,99.1,50.5,f24-4-2013-731793-eventdetails.xml
526,Argentina,2,74,91.0,70.0,Save,98.1,54.2,f24-4-2013-731793-eventdetails.xml
527,Iran,2,85,86.8,65.2,Save,97.6,52.3,f24-4-2013-731793-eventdetails.xml
528,Germany,1,10,81.6,47.8,Save,87.3,47.5,f24-4-2013-731795-eventdetails.xml
529,Ghana,1,12,75.9,39.8,Save,99.0,51.4,f24-4-2013-731795-eventdetails.xml
530,Germany,1,17,78.4,41.3,Save,96.4,46.8,f24-4-2013-731795-eventdetails.xml
531,Ghana,1,32,75.3,40.4,Save,97.8,50.4,f24-4-2013-731795-eventdetails.xml
532,Germany,1,36,80.6,30.0,Save,97.2,46.8,f24-4-2013-731795-eventdetails.xml
533,Ghana,1,44,90.5,51.8,Save,92.1,52.0,f24-4-2013-731795-eventdetails.xml
534,Ghana,1,45,75.3,37.7,Save,80.6,39.7,f24-4-2013-731795-eventdetails.xml
535,Ghana,2,56,73.6,62.3,Save,84.6,57.2,f24-4-2013-731795-eventdetails.xml
536,Ghana,2,66,86.2,71.5,Save,98.1,53.2,f24-4-2013-731795-eventdetails.xml
537,Germany,2,70,95.0,59.7,Save,98.6,48.4,f24-4-2013-731795-eventdetails.xml
538,Ghana,2,77,68.0,60.3,Save,79.0,57.9,f24-4-2013-731795-eventdetails.xml
539,Germany,2,83,87.0,52.5,Save,88.8,52.9,f24-4-2013-731795-eventdetails.xml
540,Ghana,2,87,76.4,50.0,Save,98.1,52.9,f24-4-2013-731795-eventdetails.xml
541,Algeria,1,3,91.7,44.3,Save,92.7,45.3,f24-4-2013-731798-eventdetails.xml
542,Algeria,1,26,91.7,30.7,Save,92.8,32.7,f24-4-2013-731798-eventdetails.xml
543,Algeria,2,51,92.6,51.5,Save,99.7,52.7,f24-4-2013-731798-eventdetails.xml
544,South Korea,2,56,96.2,42.1,Save,99.7,49.6,f24-4-2013-731798-eventdetails.xml
545,South Korea,2,59,69.1,63.3,Save,98.8,49.8,f24-4-2013-731798-eventdetails.xml
546,South Korea,2,86,74.9,52.2,Save,84.2,51.8,f24-4-2013-731798-eventdetails.xml
547,Brazil,1,2,92.3,48.7,Save,93.2,49.3,f24-4-2013-731799-eventdetails.xml
548,Brazil,1,2,81.8,49.3,Save,89.8,50.5,f24-4-2013-731799-eventdetails.xml
549,Brazil,1,5,87.8,33.4,Save,89.3,34.8,f24-4-2013-731799-eventdetails.xml
550,Cameroon,1,8,84.4,52.2,Save,92.8,48.4,f24-4-2013-731799-eventdetails.xml
551,Cameroon,1,10,78.1,71.9,Save,80.3,69.9,f24-4-2013-731799-eventdetails.xml
552,Brazil,1,19,86.1,59.1,Save,98.4,50.7,f24-4-2013-731799-eventdetails.xml
553,Brazil,1,20,96.1,51.5,Save,97.3,50.5,f24-4-2013-731799-eventdetails.xml
554,Cameroon,1,25,89.9,46.3,Save,91.4,47.3,f24-4-2013-731799-eventdetails.xml
555,Cameroon,1,32,85.7,63.4,Save,93.2,52.0,f24-4-2013-731799-eventdetails.xml
556,Brazil,1,35,75.6,73.2,Save,99.4,54.3,f24-4-2013-731799-eventdetails.xml
557,Brazil,1,45,91.2,58.8,Save,92.8,57.4,f24-4-2013-731799-eventdetails.xml
558,Brazil,2,46,78.0,31.6,Save,98.6,52.2,f24-4-2013-731799-eventdetails.xml
559,Brazil,2,48,87.9,89.4,Save,98.5,49.5,f24-4-2013-731799-eventdetails.xml
560,Brazil,2,48,75.8,50.7,Save,79.0,50,f24-4-2013-731799-eventdetails.xml
561,Brazil,2,56,88.5,34.2,Save,89.9,35.7,f24-4-2013-731799-eventdetails.xml
562,Brazil,2,78,84.0,67.8,Save,85.8,64.4,f24-4-2013-731799-eventdetails.xml
563,Brazil,2,81,67.9,52.7,Save,76.7,52.0,f24-4-2013-731799-eventdetails.xml
564,Brazil,2,82,80.5,49.7,Save,89.9,48.7,f24-4-2013-731799-eventdetails.xml
565,Brazil,2,91,82.6,71.5,Save,97.1,51.1,f24-4-2013-731799-eventdetails.xml
566,Spain,1,16,85.1,52.7,Save,87.7,51.3,f24-4-2013-731801-eventdetails.xml
567,Spain,1,22,91.5,65.1,Save,98.1,51.3,f24-4-2013-731801-eventdetails.xml
568,Spain,1,23,85.9,30.4,Save,88.2,32.5,f24-4-2013-731801-eventdetails.xml
569,Spain,1,40,73.8,43.3,Save,75.3,43.9,f24-4-2013-731801-eventdetails.xml
570,Spain,2,90,90.2,54.0,Save,92.3,53.4,f24-4-2013-731801-eventdetails.xml
571,Netherlands,1,22,89.9,30.3,Save,90.6,31.6,f24-4-2013-731802-eventdetails.xml
572,Netherlands,1,44,77.4,50.1,Save,92.0,48.9,f24-4-2013-731802-eventdetails.xml
573,Netherlands,2,61,75.4,65.3,Save,79.5,62.3,f24-4-2013-731802-eventdetails.xml
574,Chile,2,64,95.4,70.3,Save,99.1,53.2,f24-4-2013-731802-eventdetails.xml
575,Netherlands,2,65,87.3,68.8,Save,98.6,52.0,f24-4-2013-731802-eventdetails.xml
576,Netherlands,2,75,72.2,54.8,Save,98.9,50,f24-4-2013-731802-eventdetails.xml
577,Chile,2,84,72.1,39.6,Save,88.9,48.6,f24-4-2013-731802-eventdetails.xml
578,Costa Rica,1,22,69.0,41.8,Save,99.4,53.2,f24-4-2013-731806-eventdetails.xml
579,Costa Rica,1,45,84.3,65.2,Save,89.4,61.0,f24-4-2013-731806-eventdetails.xml
580,England,2,48,74.9,40.6,Save,79.4,42.1,f24-4-2013-731806-eventdetails.xml
581,England,2,60,75.6,63.3,Save,86.7,56.1,f24-4-2013-731806-eventdetails.xml
582,Costa Rica,2,61,70.0,54.5,Save,96.7,51.6,f24-4-2013-731806-eventdetails.xml
583,England,2,79,75.8,43.7,Save,99.4,52.2,f24-4-2013-731806-eventdetails.xml
584,Argentina,1,2,89.2,67.0,Save,98.2,53.8,f24-4-2013-731809-eventdetails.xml
585,Argentina,1,8,69.9,63.5,Save,97.3,50,f24-4-2013-731809-eventdetails.xml
586,Nigeria,1,20,71.1,47.4,Save,77.1,48.0,f24-4-2013-731809-eventdetails.xml
587,Argentina,1,29,69.5,64.9,Save,98.6,47.3,f24-4-2013-731809-eventdetails.xml
588,Argentina,1,31,89.3,32.8,Save,93.2,38.4,f24-4-2013-731809-eventdetails.xml
589,Argentina,1,38,89.3,44.3,Save,98.6,52.9,f24-4-2013-731809-eventdetails.xml
590,Argentina,1,43,72.7,27.7,Save,98.0,43.3,f24-4-2013-731809-eventdetails.xml
591,Argentina,2,49,76.2,46.8,Save,98.5,51.3,f24-4-2013-731809-eventdetails.xml
592,Argentina,2,54,90.8,66.1,Save,92.4,63.9,f24-4-2013-731809-eventdetails.xml
593,Nigeria,2,61,92.5,66.0,Save,98.0,52.9,f24-4-2013-731809-eventdetails.xml
594,Nigeria,2,61,71.9,40.6,Save,79.3,43.1,f24-4-2013-731809-eventdetails.xml
595,Argentina,2,77,95.3,32.4,Save,98.8,45.1,f24-4-2013-731809-eventdetails.xml
596,Nigeria,2,78,87.3,61.8,Save,88.8,59.9,f24-4-2013-731809-eventdetails.xml
597,Nigeria,2,81,82.5,54.8,Save,85.8,53.6,f24-4-2013-731809-eventdetails.xml
598,Nigeria,2,81,74.4,48.5,Save,82.3,49.6,f24-4-2013-731809-eventdetails.xml
599,Argentina,2,84,88.8,69.7,Save,96.9,56.1,f24-4-2013-731809-eventdetails.xml
600,Nigeria,2,86,88.0,27.4,Save,89.9,32.1,f24-4-2013-731809-eventdetails.xml
601,Argentina,2,89,73.4,50.6,Save,98.2,50.4,f24-4-2013-731809-eventdetails.xml
602,Germany,1,9,78.9,34.5,Save,88.1,41.3,f24-4-2013-731811-eventdetails.xml
603,Germany,1,19,74.4,59.1,Save,97.2,49.1,f24-4-2013-731811-eventdetails.xml
604,Germany,1,30,76.9,72.4,Save,98.9,52.9,f24-4-2013-731811-eventdetails.xml
605,Germany,1,34,89.6,36.5,Save,97.3,47.1,f24-4-2013-731811-eventdetails.xml
606,Germany,2,54,89.5,44.9,Save,98.8,51.1,f24-4-2013-731811-eventdetails.xml
607,Germany,2,79,80.2,68.2,Save,98.9,53.1,f24-4-2013-731811-eventdetails.xml
608,Germany,2,91,92.9,72.1,Save,93.7,69.3,f24-4-2013-731811-eventdetails.xml
609,USA,2,92,86.8,56.0,Save,91.6,52.9,f24-4-2013-731811-eventdetails.xml
610,Algeria,1,26,84.3,64.5,Save,96.7,52.5,f24-4-2013-731814-eventdetails.xml
611,Algeria,1,34,76.2,51.3,Save,98.0,53.1,f24-4-2013-731814-eventdetails.xml
612,Algeria,1,42,92.0,45.8,Save,98.6,47.5,f24-4-2013-731814-eventdetails.xml
613,Russia,2,46,92.7,40.9,Save,95.5,44.4,f24-4-2013-731814-eventdetails.xml
614,Russia,2,61,75.0,36.9,Save,95.6,49.3,f24-4-2013-731814-eventdetails.xml
615,Algeria,2,63,77.9,59.0,Save,96.5,52.0,f24-4-2013-731814-eventdetails.xml
616,Russia,2,69,87.8,28.3,Save,96.5,46.2,f24-4-2013-731814-eventdetails.xml
617,Russia,2,70,81.8,68.8,Save,86.9,63.9,f24-4-2013-731814-eventdetails.xml
618,Algeria,2,73,88.4,28.9,Save,99.0,47.3,f24-4-2013-731814-eventdetails.xml
619,Brazil,1,35,91.8,50.1,Save,92.9,50,f24-4-2013-731815-eventdetails.xml
